sku,fields.weight.value,fields.package_height,fields.package_width.value,fields.package_length.value,fields.height.value,fields.width.value,fields.length.value,fields.package_weight.value,fields.abn_size,fields.target_color,fields.frame_color,fields.color,fields.size
OS3001-RD-981-TAG,,6.1,56.3,6.1,,,,84,,Red,,Red,
OS3001-RB-981-TAG,,6.1,56.3,6.1,,,,84,,Blue,,Royal Blue,
OS3001-TQ-981-TAG,,6.1,56.3,6.1,,,,84,,Blue,,Turquoise,
OS3001-WT-981-TAG,,6.1,56.3,6.1,,,,84,,White,,White,
OS3001-BG-981RDBK-TAG,,6.1,56.3,6.1,,,,22,,Beige,,Beige,
OS3001-BK/WH-981RDBK-TAG,,6.1,56.3,6.1,,,,22,,Multicolored,,Black/White,
OS3001-DKGR-981RDBK-TAG,,6.1,56.3,6.1,,,,22,,Green,,Dark Green,
OS3001-GY-981RDBK-TAG,,6.1,56.3,6.1,,,,22,,Gray,,Gray,
OS3001-GY/WH-981RDBK-TAG,,6.1,56.3,6.1,,,,22,,Multicolored,,Gray/White,
OS3001-LM-981RDBK-TAG,,6.1,56.3,6.1,,,,22,,Green,,Lime Green,
OS3001-NB-981RDBK-TAG,,6.1,56.3,6.1,,,,22,,Blue,,Navy Blue,
OS3001-RD-981RDBK-TAG,,6.1,56.3,6.1,,,,22,,Red,,Red,
OS3001-RB-981RDBK-TAG,,6.1,56.3,6.1,,,,22,,Blue,,Royal Blue,
OS3001-TQ-981RDBK-TAG,,6.1,56.3,6.1,,,,22,,Blue,,Turquoise,
OS3001-WT-981RDBK-TAG,,6.1,56.3,6.1,,,,22,,White,,White,
OS3001-BG-981RDBZ-TAG,,6.1,56.3,6.1,,,,22,,Beige,,Beige,
OS3001-BK/WH-981RDBZ-TAG,,6.1,56.3,6.1,,,,22,,Multicolored,,Black/White,
OS3001-DKGR-981RDBZ-TAG,,6.1,56.3,6.1,,,,22,,Green,,Dark Green,
OS3001-GY-981RDBZ-TAG,,6.1,56.3,6.1,,,,22,,Gray,,Gray,
OS3001-GY/WH-981RDBZ-TAG,,6.1,56.3,6.1,,,,22,,Multicolored,,Gray/White,
OS3001-LM-981RDBZ-TAG,,6.1,56.3,6.1,,,,22,,Green,,Lime Green,
OS3001-NB-981RDBZ-TAG,,6.1,56.3,6.1,,,,22,,Blue,,Navy Blue,
OS3001-RD-981RDBZ-TAG,,6.1,56.3,6.1,,,,22,,Red,,Red,
OS3001-RB-981RDBZ-TAG,,6.1,56.3,6.1,,,,22,,Blue,,Royal Blue,
OS3001-TQ-981RDBZ-TAG,,6.1,56.3,6.1,,,,22,,Blue,,Turquoise,
OS3001-WT-981RDBZ-TAG,,6.1,56.3,6.1,,,,22,,White,,White,
OS3003-BG-981-TAG,,5.5,57,4.7,,,,80,,Beige,,Beige,
OS3003-BK/WH-981-TAG,,5.5,57,4.7,,,,80,,Multicolored,,Black/White,
OS3003-DKGR-981-TAG,,5.5,57,4.7,,,,80,,Green,,Dark Green,
OS3003-GY-981-TAG,,5.5,57,4.7,,,,80,,Gray,,Gray,
OS3003-GY/WH-981-TAG,,5.5,57,4.7,,,,80,,Multicolored,,Gray/White,
OS3003-LM-981-TAG,,5.5,57,4.7,,,,80,,Green,,Lime Green,
OS3003-NB-981-TAG,,5.5,57,4.7,,,,80,,Blue,,Navy Blue,
OS3003-RD-981-TAG,,5.5,57,4.7,,,,80,,Red,,Red,
OS3003-RB-981-TAG,,5.5,57,4.7,,,,80,,Blue,,Royal Blue,
OS3003-TQ-981-TAG,,5.5,57,4.7,,,,80,,Blue,,Turquoise,
OS3003-WT-981-TAG,,5.5,57,4.7,,,,80,,White,,White,
OS3003-BG-981RDBK-TAG,,5.5,57,4.7,,,,18.2,,Beige,,Beige,
OS3003-BK/WH-981RDBK-TAG,,5.5,57,4.7,,,,18.2,,Multicolored,,Black/White,
OS3003-DKGR-981RDBK-TAG,,5.5,57,4.7,,,,18.2,,Green,,Dark Green,
OS3003-GY-981RDBK-TAG,,5.5,57,4.7,,,,18.2,,Gray,,Gray,
OS3003-GY/WH-981RDBK-TAG,,5.5,57,4.7,,,,18.2,,Multicolored,,Gray/White,
OS3003-LM-981RDBK-TAG,,5.5,57,4.7,,,,18.2,,Green,,Lime Green,
OS3003-NB-981RDBK-TAG,,5.5,57,4.7,,,,18.2,,Blue,,Navy Blue,
OS3003-RD-981RDBK-TAG,,5.5,57,4.7,,,,18.2,,Red,,Red,
OS3003-RB-981RDBK-TAG,,5.5,57,4.7,,,,18.2,,Blue,,Royal Blue,
OS3003-TQ-981RDBK-TAG,,5.5,57,4.7,,,,18.2,,Blue,,Turquoise,
OS3003-WT-981RDBK-TAG,,5.5,57,4.7,,,,18.2,,White,,White,
OS3003-BG-981RDBZ-TAG,,5.5,57,4.7,,,,18.2,,Beige,,Beige,
OS3003-BK/WH-981RDBZ-TAG,,5.5,57,4.7,,,,18.2,,Multicolored,,Black/White,
OS3003-DKGR-981RDBZ-TAG,,5.5,57,4.7,,,,18.2,,Green,,Dark Green,
OS3003-GY-981RDBZ-TAG,,5.5,57,4.7,,,,18.2,,Gray,,Gray,
OS3003-GY/WH-981RDBZ-TAG,,5.5,57,4.7,,,,18.2,,Multicolored,,Gray/White,
OS3003-LM-981RDBZ-TAG,,5.5,57,4.7,,,,18.2,,Green,,Lime Green,
OS3003-NB-981RDBZ-TAG,,5.5,57,4.7,,,,18.2,,Blue,,Navy Blue,
OS3003-RD-981RDBZ-TAG,,5.5,57,4.7,,,,18.2,,Red,,Red,
OS3003-RB-981RDBZ-TAG,,5.5,57,4.7,,,,18.2,,Blue,,Royal Blue,
OS3003-TQ-981RDBZ-TAG,,5.5,57,4.7,,,,18.2,,Blue,,Turquoise,
OS3003-WT-981RDBZ-TAG,,5.5,57,4.7,,,,18.2,,White,,White,
OS3004-BG-TAG,,5.9,57,19.5,,,,29.8,,Beige,,Beige,
OS3004-DKGR-TAG,,5.9,57,19.5,,,,29.8,,Green,,Dark Green,
OS3004-GY-TAG,,5.9,57,19.5,,,,29.8,,Gray,,Gray,
OS3004-LM-TAG,,5.9,57,19.5,,,,29.8,,Green,,Lime Green,
OS3004-NB-TAG,,5.9,57,19.5,,,,29.8,,Blue,,Navy Blue,
OS3004-RD-TAG,,5.9,57,19.5,,,,29.8,,Red,,Red,
OS3004-RB-TAG,,5.9,57,19.5,,,,29.8,,Blue,,Royal Blue,
OS3004-TQ-TAG,,5.9,57,19.5,,,,29.8,,Blue,,Turquoise,
OS3004-WT-TAG,,5.9,57,19.5,,,,29.8,,White,,White,
OS3003-BG-OS5004-TAG,,5.5,57,4.7,,,,34.3,,Beige,,Beige,
OS3003-BKWH-OS5004-TAG,,5.5,57,4.7,,,,34.3,,Multicolored,,Black/White,
OS3003-DKGR-OS5004-TAG,,5.5,57,4.7,,,,34.3,,Green,,Dark Green,
OS3003-GY-OS5004-TAG,,5.5,57,4.7,,,,34.3,,Gray,,Gray,
OS3003-GYWH-OS5004-TAG,,5.5,57,4.7,,,,34.3,,Multicolored,,Gray/White,
OS3003-LM-OS5004-TAG,,5.5,57,4.7,,,,34.3,,Green,,Lime Green,
OS3003-NB-OS5004-TAG,,5.5,57,4.7,,,,34.3,,Blue,,Navy Blue,
OS3003-RD-OS5004-TAG,,5.5,57,4.7,,,,34.3,,Red,,Red,
OS3003-RB-OS5004-TAG,,5.5,57,4.7,,,,34.3,,Blue,,Royal Blue,
OS3003-TQ-OS5004-TAG,,5.5,57,4.7,,,,34.3,,Blue,,Turquoise,
OS3003-WT-OS5004-TAG,,5.5,57,4.7,,,,34.3,,White,,White,
OP2004-BK-TAG,70,22,4,78,37.8,21.1,75.5,79,,Black,Black,Black,
OP2004-DB-TAG,70,22,4,78,37.8,21.1,75.5,79,,Brown,Brown,Dark Brown,
OP2004-DG-TAG,70,22,4,78,37.8,21.1,75.5,79,,Green,Green,Dark Green,
OP2004-GY-TAG,70,22,4,78,37.8,21.1,75.5,79,,Gray,Gray,Gray,
OP2004-LM-TAG,70,22,4,78,37.8,21.1,75.5,79,,Yellow,Yellow,Lime,
OP2004-NB-TAG,70,22,4,78,37.8,21.1,75.5,79,,Blue,Blue,Navy Blue,
OP2004-OR-TAG,70,22,4,78,37.8,21.1,75.5,79,,Orange,Orange,Orange,
OP2004-PB-TAG,70,22,4,78,37.8,21.1,75.5,79,,Blue,Blue,Pacific Blue,
OP2004-RD-TAG,70,22,4,78,37.8,21.1,75.5,79,,Red,Red,Red,
OP2004-SD-TAG,70,22,4,78,37.8,21.1,75.5,79,,Off-white,Off-white,Sand,
OP2004-TK-TAG,70,22,4,78,37.8,21.1,75.5,79,,Brown,beige,Teak,
OP2004-TQ-TAG,70,22,4,78,37.8,21.1,75.5,79,,Blue,Blue,Turquoise,
OP2004-WH-TAG,70,22,4,78,37.8,21.1,75.5,79,,White,White,White,
OP2004-WW-TAG,70,22,4,78,37.8,21.1,75.5,79,,Brown,Brown,Weathered Wood,
OP2004-BK-2-TAG,140,22,4,78,37.8,21.1,75.5,158,,Black,Black,Black,
OP2004-DB-2-TAG,140,22,4,78,37.8,21.1,75.5,158,,Brown,Brown,Dark Brown,
OP2004-DG-2-TAG,140,22,4,78,37.8,21.1,75.5,158,,Green,Green,Dark Green,
OP2004-GY-2-TAG,140,22,4,78,37.8,21.1,75.5,158,,Gray,Gray,Gray,
OP2004-LM-2-TAG,140,22,4,78,37.8,21.1,75.5,158,,Yellow,Yellow,Lime,
OP2004-NB-2-TAG,140,22,4,78,37.8,21.1,75.5,158,,Blue,Blue,Navy Blue,
OP2004-OR-2-TAG,140,22,4,78,37.8,21.1,75.5,158,,Orange,Orange,Orange,
OP2004-PB-2-TAG,140,22,4,78,37.8,21.1,75.5,158,,Blue,Blue,Pacific Blue,
OP2004-RD-2-TAG,140,22,4,78,37.8,21.1,75.5,158,,Red,Red,Red,
OP2004-SD-2-TAG,140,22,4,78,37.8,21.1,75.5,158,,Off-white,Off-white,Sand,
OP2004-TK-2-TAG,140,22,4,78,37.8,21.1,75.5,158,,Brown,beige,Teak,
OP2004-TQ-2-TAG,140,22,4,78,37.8,21.1,75.5,158,,Blue,Blue,Turquoise,
OP2004-WH-2-TAG,140,22,4,78,37.8,21.1,75.5,158,,White,White,White,
OP2004-WW-2-TAG,140,22,4,78,37.8,21.1,75.5,158,,Brown,Brown,Weathered Wood,
OP2004-BK-3-TAG,140,22,4,78,37.8,21.1,75.5,158,,Black,Black,Black,
OP2004-DB-3-TAG,140,22,4,78,37.8,21.1,75.5,158,,Brown,Brown,Dark Brown,
OP2004-DG-3-TAG,140,22,4,78,37.8,21.1,75.5,158,,Green,Green,Dark Green,
OP2004-GY-3-TAG,140,22,4,78,37.8,21.1,75.5,158,,Gray,Gray,Gray,
OP2004-LM-3-TAG,140,22,4,78,37.8,21.1,75.5,158,,Yellow,Yellow,Lime,
OP2004-NB-3-TAG,140,22,4,78,37.8,21.1,75.5,158,,Blue,Blue,Navy Blue,
OP2004-OR-3-TAG,140,22,4,78,37.8,21.1,75.5,158,,Orange,Orange,Orange,
OP2004-PB-3-TAG,140,22,4,78,37.8,21.1,75.5,158,,Blue,Blue,Pacific Blue,
OP2004-RD-3-TAG,140,22,4,78,37.8,21.1,75.5,158,,Red,Red,Red,
OP2004-SD-3-TAG,140,22,4,78,37.8,21.1,75.5,158,,Off-white,Off-white,Sand,
OP2004-TK-3-TAG,140,22,4,78,37.8,21.1,75.5,158,,Brown,beige,Teak,
OP2004-TQ-3-TAG,140,22,4,78,37.8,21.1,75.5,158,,Blue,Blue,Turquoise,
OP2004-WH-3-TAG,140,22,4,78,37.8,21.1,75.5,158,,White,White,White,
OP2004-WW-3-TAG,140,22,4,78,37.8,21.1,75.5,158,,Brown,Brown,Weathered Wood,
OP2004-ST-BK-TAG,70,22,4,78,37.8,21.1,75.5,79,,Black,Black,Black,
OP2004-ST-DB-TAG,70,22,4,78,37.8,21.1,75.5,79,,Brown,Brown,Dark Brown,
OP2004-ST-DG-TAG,70,22,4,78,37.8,21.1,75.5,79,,Green,Green,Dark Green,
OP2004-ST-GY-TAG,70,22,4,78,37.8,21.1,75.5,79,,Gray,Gray,Gray,
OP2004-ST-LM-TAG,70,22,4,78,37.8,21.1,75.5,79,,Yellow,Yellow,Lime,
OP2004-ST-NB-TAG,70,22,4,78,37.8,21.1,75.5,79,,Blue,Blue,Navy Blue,
OP2004-ST-OR-TAG,70,22,4,78,37.8,21.1,75.5,79,,Orange,Orange,Orange,
OP2004-ST-PB-TAG,70,22,4,78,37.8,21.1,75.5,79,,Blue,Blue,Pacific Blue,
OP2004-ST-RD-TAG,70,22,4,78,37.8,21.1,75.5,79,,Red,Red,Red,
OP2004-ST-SD-TAG,70,22,4,78,37.8,21.1,75.5,79,,Off-white,Off-white,Sand,
OP2004-ST-TK-TAG,70,22,4,78,37.8,21.1,75.5,79,,Brown,beige,Teak,
OP2004-ST-TQ-TAG,70,22,4,78,37.8,21.1,75.5,79,,Blue,Blue,Turquoise,
OP2004-ST-WH-TAG,70,22,4,78,37.8,21.1,75.5,79,,White,White,White,
OP2004-ST-WW-TAG,70,22,4,78,37.8,21.1,75.5,79,,Brown,Brown,Weathered Wood,
OP4005-BK-TAG,60,22,76,4,37.8,21.1,75.5,68,,Black,Black,Black,
OP4005-DB-TAG,60,22,76,4,37.8,21.1,75.5,68,,Brown,Brown,Dark Brown,
OP4005-DG-TAG,60,22,76,4,37.8,21.1,75.5,68,,Green,Green,Dark Green,
OP4005-GY-TAG,60,22,76,4,37.8,21.1,75.5,68,,Gray,Gray,Gray,
OP4005-LM-TAG,60,22,76,4,37.8,21.1,75.5,68,,Yellow,Yellow,Lime,
OP4005-NB-TAG,60,22,76,4,37.8,21.1,75.5,68,,Blue,Blue,Navy Blue,
OP4005-OR-TAG,60,22,76,4,37.8,21.1,75.5,68,,Orange,Orange,Orange,
OP4005-PB-TAG,60,22,76,4,37.8,21.1,75.5,68,,Blue,Blue,Pacific Blue,
OP4005-RD-TAG,60,22,76,4,37.8,21.1,75.5,68,,Red,Red,Red,
OP4005-SD-TAG,60,22,76,4,37.8,21.1,75.5,68,,Off-white,Off-white,Sand,
OP4005-TK-TAG,60,22,76,4,37.8,21.1,75.5,68,,Brown,beige,Teak,
OP4005-TQ-TAG,60,22,76,4,37.8,21.1,75.5,68,,Blue,Blue,Turquoise,
OP4005-WH-TAG,60,22,76,4,37.8,21.1,75.5,68,,White,White,White,
OP4005-WW-TAG,60,22,76,4,37.8,21.1,75.5,68,,Brown,Brown,Weatherwood,
OP4005-BK-2-TAG,60,22,76,4,37.8,21.1,75.5,68,,Black,Black,Black,
OP4005-DB-2-TAG,60,22,76,4,37.8,21.1,75.5,68,,Brown,Brown,Dark Brown,
OP4005-DG-2-TAG,60,22,76,4,37.8,21.1,75.5,68,,Green,Green,Dark Green,
OP4005-GY-2-TAG,60,22,76,4,37.8,21.1,75.5,68,,Gray,Gray,Gray,
OP4005-LM-2-TAG,60,22,76,4,37.8,21.1,75.5,68,,Yellow,Yellow,Lime,
OP4005-NB-2-TAG,60,22,76,4,37.8,21.1,75.5,68,,Blue,Blue,Navy Blue,
OP4005-OR-2-TAG,60,22,76,4,37.8,21.1,75.5,68,,Orange,Orange,Orange,
OP4005-PB-2-TAG,60,22,76,4,37.8,21.1,75.5,68,,Blue,Blue,Pacific Blue,
OP4005-RD-2-TAG,60,22,76,4,37.8,21.1,75.5,68,,Red,Red,Red,
OP4005-SD-2-TAG,60,22,76,4,37.8,21.1,75.5,68,,Off-white,Off-white,Sand,
OP4005-TK-2-TAG,60,22,76,4,37.8,21.1,75.5,68,,Brown,beige,Teak,
OP4005-TQ-2-TAG,60,22,76,4,37.8,21.1,75.5,68,,Blue,Blue,Turquoise,
OP4005-WH-2-TAG,60,22,76,4,37.8,21.1,75.5,68,,White,White,White,
OP4005-WW-2-TAG,60,22,76,4,37.8,21.1,75.5,68,,Brown,Brown,Weatherwood,
OP4005-BK-3-TAG,60,22,76,4,37.8,21.1,75.5,68,,Black,Black,Black,
OP4005-DB-3-TAG,60,22,76,4,37.8,21.1,75.5,68,,Brown,Brown,Dark Brown,
OP4005-DG-3-TAG,60,22,76,4,37.8,21.1,75.5,68,,Green,Green,Dark Green,
OP4005-GY-3-TAG,60,22,76,4,37.8,21.1,75.5,68,,Gray,Gray,Gray,
OP4005-LM-3-TAG,60,22,76,4,37.8,21.1,75.5,68,,Yellow,Yellow,Lime,
OP4005-NB-3-TAG,60,22,76,4,37.8,21.1,75.5,68,,Blue,Blue,Navy Blue,
OP4005-OR-3-TAG,60,22,76,4,37.8,21.1,75.5,68,,Orange,Orange,Orange,
OP4005-PB-3-TAG,60,22,76,4,37.8,21.1,75.5,68,,Blue,Blue,Pacific Blue,
OP4005-RD-3-TAG,60,22,76,4,37.8,21.1,75.5,68,,Red,Red,Red,
OP4005-SD-3-TAG,60,22,76,4,37.8,21.1,75.5,68,,Off-white,Off-white,Sand,
OP4005-TK-3-TAG,60,22,76,4,37.8,21.1,75.5,68,,Brown,beige,Teak,
OP4005-TQ-3-TAG,60,22,76,4,37.8,21.1,75.5,68,,Blue,Blue,Turquoise,
OP4005-WH-3-TAG,60,22,76,4,37.8,21.1,75.5,68,,White,White,White,
OP4005-WW-3-TAG,60,22,76,4,37.8,21.1,75.5,68,,Brown,Brown,Weatherwood,
OP4005-ST-BK-TAG,60,22,76,4,37.8,21.1,75.5,68,,Black,Black,Black,
OP4005-ST-DB-TAG,60,22,76,4,37.8,21.1,75.5,68,,Brown,Brown,Dark Brown,
OP4005-ST-DG-TAG,60,22,76,4,37.8,21.1,75.5,68,,Green,Green,Dark Green,
OP4005-ST-GY-TAG,60,22,76,4,37.8,21.1,75.5,68,,Gray,Gray,Gray,
OP4005-ST-LM-TAG,60,22,76,4,37.8,21.1,75.5,68,,Yellow,Yellow,Lime,
OP4005-ST-NB-TAG,60,22,76,4,37.8,21.1,75.5,68,,Blue,Blue,Navy Blue,
OP4005-ST-OR-TAG,60,22,76,4,37.8,21.1,75.5,68,,Orange,Orange,Orange,
OP4005-ST-PB-TAG,60,22,76,4,37.8,21.1,75.5,68,,Blue,Blue,Pacific Blue,
OP4005-ST-RD-TAG,60,22,76,4,37.8,21.1,75.5,68,,Red,Red,Red,
OP4005-ST-SD-TAG,60,22,76,4,37.8,21.1,75.5,68,,Off-white,Off-white,Sand,
OP4005-ST-TK-TAG,60,22,76,4,37.8,21.1,75.5,68,,Brown,beige,Teak,
OP4005-ST-TQ-TAG,60,22,76,4,37.8,21.1,75.5,68,,Blue,Blue,Turquoise,
OP4005-ST-WH-TAG,60,22,76,4,37.8,21.1,75.5,68,,White,White,White,
OP4005-ST-WW-TAG,60,22,76,4,37.8,21.1,75.5,68,,Brown,Brown,Weatherwood,
OP4006-BK-TAG,60,22,76,4,37.8,21.1,75.5,70,,Black,Black,Black,
OP4006-DB-TAG,60,22,76,4,37.8,21.1,75.5,70,,Brown,Brown,Dark Brown,
OP4006-DG-TAG,60,22,76,4,37.8,21.1,75.5,70,,Green,Green,Dark Green,
OP4006-GY-TAG,60,22,76,4,37.8,21.1,75.5,70,,Gray,Gray,Gray,
OP4006-LM-TAG,60,22,76,4,37.8,21.1,75.5,70,,Yellow,Yellow,Lime,
OP4006-NB-TAG,60,22,76,4,37.8,21.1,75.5,70,,Blue,Blue,Navy Blue,
OP4006-OR-TAG,60,22,76,4,37.8,21.1,75.5,70,,Orange,Orange,Orange,
OP4006-PB-TAG,60,22,76,4,37.8,21.1,75.5,70,,Blue,Blue,Pacific Blue,
OP4006-RD-TAG,60,22,76,4,37.8,21.1,75.5,70,,Red,Red,Red,
OP4006-SD-TAG,60,22,76,4,37.8,21.1,75.5,70,,Off-white,Off-white,Sand,
OP4006-TK-TAG,60,22,76,4,37.8,21.1,75.5,70,,Brown,beige,Teak,
OP4006-TQ-TAG,60,22,76,4,37.8,21.1,75.5,70,,Blue,Blue,Turquoise,
OP4006-WH-TAG,60,22,76,4,37.8,21.1,75.5,70,,White,White,White,
OP4006-WW-TAG,60,22,76,4,37.8,21.1,75.5,70,,Brown,Brown,Weatherwood,
OP4006-BK-2-TAG,60,22,76,4,37.8,21.1,75.5,70,,Black,Black,Black,
OP4006-DB-2-TAG,60,22,76,4,37.8,21.1,75.5,70,,Brown,Brown,Dark Brown,
OP4006-DG-2-TAG,60,22,76,4,37.8,21.1,75.5,70,,Green,Green,Dark Green,
OP4006-GY-2-TAG,60,22,76,4,37.8,21.1,75.5,70,,Gray,Gray,Gray,
OP4006-LM-2-TAG,60,22,76,4,37.8,21.1,75.5,70,,Yellow,Yellow,Lime,
OP4006-NB-2-TAG,60,22,76,4,37.8,21.1,75.5,70,,Blue,Blue,Navy Blue,
OP4006-OR-2-TAG,60,22,76,4,37.8,21.1,75.5,70,,Orange,Orange,Orange,
OP4006-PB-2-TAG,60,22,76,4,37.8,21.1,75.5,70,,Blue,Blue,Pacific Blue,
OP4006-RD-2-TAG,60,22,76,4,37.8,21.1,75.5,70,,Red,Red,Red,
OP4006-SD-2-TAG,60,22,76,4,37.8,21.1,75.5,70,,Off-white,Off-white,Sand,
OP4006-TK-2-TAG,60,22,76,4,37.8,21.1,75.5,70,,Brown,beige,Teak,
OP4006-TQ-2-TAG,60,22,76,4,37.8,21.1,75.5,70,,Blue,Blue,Turquoise,
OP4006-WH-2-TAG,60,22,76,4,37.8,21.1,75.5,70,,White,White,White,
OP4006-WW-2-TAG,60,22,76,4,37.8,21.1,75.5,70,,Brown,Brown,Weatherwood,
OP4006-BK-3-TAG,60,22,76,4,37.8,21.1,75.5,70,,Black,Black,Black,
OP4006-DB-3-TAG,60,22,76,4,37.8,21.1,75.5,70,,Brown,Brown,Dark Brown,
OP4006-DG-3-TAG,60,22,76,4,37.8,21.1,75.5,70,,Green,Green,Dark Green,
OP4006-GY-3-TAG,60,22,76,4,37.8,21.1,75.5,70,,Gray,Gray,Gray,
OP4006-LM-3-TAG,60,22,76,4,37.8,21.1,75.5,70,,Yellow,Yellow,Lime,
OP4006-NB-3-TAG,60,22,76,4,37.8,21.1,75.5,70,,Blue,Blue,Navy Blue,
OP4006-OR-3-TAG,60,22,76,4,37.8,21.1,75.5,70,,Orange,Orange,Orange,
OP4006-PB-3-TAG,60,22,76,4,37.8,21.1,75.5,70,,Blue,Blue,Pacific Blue,
OP4006-RD-3-TAG,60,22,76,4,37.8,21.1,75.5,70,,Red,Red,Red,
OP4006-SD-3-TAG,60,22,76,4,37.8,21.1,75.5,70,,Off-white,Off-white,Sand,
OP4006-TK-3-TAG,60,22,76,4,37.8,21.1,75.5,70,,Brown,beige,Teak,
OP4006-TQ-3-TAG,60,22,76,4,37.8,21.1,75.5,70,,Blue,Blue,Turquoise,
OP4006-WH-3-TAG,60,22,76,4,37.8,21.1,75.5,70,,White,White,White,
OP4006-WW-3-TAG,60,22,76,4,37.8,21.1,75.5,70,,Brown,Brown,Weatherwood,
OT5001-M-BK-TAG,11,4.5,13,17,27.5,90.5,90.5,12,,Black,,Black,
OT5001-M-BR-TAG,11,4.5,13,17,27.5,90.5,90.5,12,,Brown,,Brown,
OT5001-M-GY-TAG,11,4.5,13,17,27.5,90.5,90.5,12,,Gray,,Gray,
OT5001-L-BK-TAG,12,5,13.5,18,27.5,106.25,106.25,12.7,,Black,,Black,
OT5001-L-BR-TAG,12,5,13.5,18,27.5,106.25,106.25,12.7,,Brown,,Brown,
OT5001-L-GY-TAG,12,5,13.5,18,27.5,106.25,106.25,12.7,,Black,,Gray,
OT5002-S-BK-TAG,2.8,3,10,14.5,36,29,30,3.3,,Brown,,Black,
OT5002-S-BR-TAG,2.8,3,10,14.5,36,29,30,3.3,,Gray,,Brown,
OT5002-S-GY-TAG,2.8,3,10,14.5,36,29,30,3.3,,Black,,Gray,
OT5002-M-BK-TAG,3.6,3,10,14.5,36,32,37,4.3,,Brown,,Black,
OT5002-M-BR-TAG,3.6,3,10,14.5,36,32,37,4.3,,Black,,Brown,
OT5002-M-GY-TAG,3.6,3,10,14.5,36,32,37,4.3,,Brown,,Gray,
OT5002-L-BK-TAG,3.7,4,10,14.5,36,37,36,4.3,,Gray,,Black,
OT5002-L-BR-TAG,3.7,4,10,14.5,36,37,36,4.3,,Black,,Brown,
OT5002-L-GY-TAG,3.7,4,10,14.5,36,37,36,4.3,,Brown,,Gray,
OT5002-XL-BK-TAG,3.7,4,10,14.5,36,37,36,4.3,,Black,,Black,
OT5002-XL-BR-TAG,3.7,4,10,14.5,36,37,36,4.3,,Brown,,Brown,
OT5002-XL-GY-TAG,3.7,4,10,14.5,36,37,36,4.3,,Gray,,Gray,
ID405-29-AG-BG-3-TAG,50,18.4,12.7,45,,17.5,23.4,57,,Beige,,529.99,
ID405-29-AG-BR-3-TAG,50,18.4,12.7,45,,17.5,23.4,57,,Brown,,529.99,
ID405-29-AG-GY-3-TAG,50,18.4,12.7,45,,17.5,23.4,57,,Gray,,529.99,
ID405-29-AG-LGY-3-TAG,50,18.4,12.7,45,,17.5,23.4,57,,Gray,,529.99,
ID405-29-AG-TE-3-TAG,50,18.4,12.7,45,,17.5,23.4,57,,Brown,,529.99,
ID405-24-BK-BG-3-TAG,47,18.4,12.7,45,,17.5,23.4,56.5,,Beige,,439.99,
ID405-24-BK-BR-3-TAG,47,18.4,12.7,45,,17.5,23.4,56.5,,Brown,,439.99,
ID405-24-BK-GY-3-TAG,47,18.4,12.7,45,,17.5,23.4,56.5,,Gray,,439.99,
ID405-24-BK-LGY-3-TAG,47,18.4,12.7,45,,17.5,23.4,56.5,,Gray,,439.99,
ID405-24-BK-TE-3-TAG,47,18.4,12.7,45,,17.5,23.4,56.5,,Brown,,439.99,
ID405-29-BK-BG-3-TAG,50,18.4,12.7,45,,17.5,23.4,57,,Beige,,529.99,
ID405-29-BK-BR-3-TAG,50,18.4,12.7,45,,17.5,23.4,57,,Brown,,529.99,
ID405-29-BK-GY-3-TAG,50,18.4,12.7,45,,17.5,23.4,57,,Gray,,529.99,
ID405-29-BK-LGY-3-TAG,50,18.4,12.7,45,,17.5,23.4,57,,Gray,,529.99,
ID405-29-BK-TE-3-TAG,50,18.4,12.7,45,,17.5,23.4,57,,Brown,,529.99,
OP4006-ST-BK-TAG,70.4,22,76,4,37.8,21.1,75.5,79,,Black,,Black,
OP4006-ST-DB-TAG,70.4,22,76,4,37.8,21.1,75.5,79,,Brown,,Dark Brown,
OP4006-ST-DG-TAG,70.4,22,76,4,37.8,21.1,75.5,79,,Green,,Dark Green,
OP4006-ST-GY-TAG,70.4,22,76,4,37.8,21.1,75.5,79,,Gray,,Gray,
OP4006-ST-LM-TAG,70.4,22,76,4,37.8,21.1,75.5,79,,Yellow,,Lime,
OP4006-ST-NB-TAG,70.4,22,76,4,37.8,21.1,75.5,79,,Blue,,Navy Blue,
OP4006-ST-OR-TAG,70.4,22,76,4,37.8,21.1,75.5,79,,Orange,,Orange,
OP4006-ST-PB-TAG,70.4,22,76,4,37.8,21.1,75.5,79,,Blue,,Pacific Blue,
OP4006-ST-RD-TAG,70.4,22,76,4,37.8,21.1,75.5,79,,Red,,Red,
OP4006-ST-SD-TAG,70.4,22,76,4,37.8,21.1,75.5,79,,Off-white,,Sand,
OP4006-ST-TK-TAG,70.4,22,76,4,37.8,21.1,75.5,79,,Brown,beige,Teak,
OP4006-ST-TQ-TAG,70.4,22,76,4,37.8,21.1,75.5,79,,Blue,,Turquoise,
OP4006-ST-WH-TAG,70.4,22,76,4,37.8,21.1,75.5,79,,White,,White,
OP4006-ST-WW-TAG,70.4,22,76,4,37.8,21.1,75.5,79,,Brown,,Weatherwood,
OP4007-BK-TAG,68,22,76,4,37.8,21.1,75.5,77,,Black,,Black,
OP4007-DB-TAG,68,22,76,4,37.8,21.1,75.5,77,,Brown,,Dark Brown,
