sku,fields.weight.value,fields.package_height,fields.package_width.value,fields.package_length.value,fields.height.value,fields.width.value,fields.length.value,fields.package_weight.value,fields.abn_size,fields.target_color,fields.frame_color,fields.color,fields.size
OP3005-TQ-TAG,276.5,72,276.5,29.5,29.5,43,43,38.5,,Blue,,Turquoise,
OP3005-WH-TAG,276.5,72,276.5,29.5,29.5,43,43,38.5,,White,,White,
OP3005-WW-TAG,276.5,72,276.5,29.5,29.5,43,43,38.5,,Brown,,Weathered Wood,
OP3012-BK-TAG,314,72,314,29.5,29.5,37,71,38.5,,Black,,Black,
OP3016-TK-TAG,320,72,320,29.5,29.5,37,71,38.5,,Blue,beige,Teak,
OP3020-WH-TAG,312,72,312,29.5,29.5,37,71,38.5,,White,,White,
OP3020-TQ-TAG,312,72,312,29.5,29.5,37,71,38.5,,Blue,,Turquoise,
OP3020-TK-TAG,312,72,312,29.5,29.5,37,71,38.5,,Blue,beige,Teak,
OP3020-SD-TAG,312,72,312,29.5,29.5,37,71,38.5,,,,Sand,
OP3020-NB-TAG,312,72,312,29.5,29.5,37,71,38.5,,Blue,,Navy Blue,
OP3020-GY-TAG,312,72,312,29.5,29.5,37,71,38.5,,Gray,,Gray,
OP3020-DG-TAG,312,72,312,29.5,29.5,37,71,38.5,,Green,,Dark Green,
OP3020-DB-TAG,312,72,312,29.5,29.5,37,71,38.5,,Brown,,Dark Brown,
OP3020-BK-TAG,312,72,312,29.5,29.5,37,71,38.5,,Black,,Black,
OP3016-WW-TAG,320,72,320,29.5,29.5,37,71,38.5,,Brown,,Weathered Wood,
OP3016-WH-TAG,320,72,320,29.5,29.5,37,71,38.5,,White,,White,
OP3016-TQ-TAG,320,72,320,29.5,29.5,37,71,38.5,,Blue,,Turquoise,
OP3016-SD-TAG,320,72,320,29.5,29.5,37,71,38.5,,,,Sand,
OP3012-DB-TAG,314,72,314,29.5,29.5,37,71,38.5,,Brown,,Dark Brown,
OP3016-NB-TAG,320,72,320,29.5,29.5,37,71,38.5,,Blue,,Navy Blue,
OP3016-GY-TAG,320,72,320,29.5,29.5,37,71,38.5,,Gray,,Gray,
OP3016-DG-TAG,320,72,320,29.5,29.5,37,71,38.5,,Green,,Dark Green,
OP3012-WW-TAG,314,72,314,29.5,29.5,37,71,38.5,,Brown,,Weathered Wood,
OP3016-BK-TAG,320,72,320,29.5,29.5,37,71,38.5,,Black,,Black,
OP3012-TK-TAG,314,72,314,29.5,29.5,37,71,38.5,,Blue,beige,Teak,
OP3012-WH-TAG,314,72,314,29.5,29.5,37,71,38.5,,White,,White,
OP3012-TQ-TAG,314,72,314,29.5,29.5,37,71,38.5,,Blue,,Turquoise,
OP3012-SD-TAG,314,72,314,29.5,29.5,37,71,38.5,,,,Sand,
OP3012-NB-TAG,314,72,314,29.5,29.5,37,71,38.5,,Blue,,Navy Blue,
OP3012-GY-TAG,314,72,314,29.5,29.5,37,71,38.5,,Gray,,Gray,
OP3012-DG-TAG,314,72,314,29.5,29.5,37,71,38.5,,Green,,Dark Green,
OP3016-DB-TAG,320,72,320,29.5,29.5,37,71,38.5,,Brown,,Dark Brown,
OP3020-WW-TAG,312,72,312,29.5,29.5,37,71,38.5,,Brown,,Weathered Wood,
OP3007-BK-TAG,318.5,72,318.5,29.5,29.5,43,43,38.5,,Black,,Black,
OP3007-DB-TAG,318.5,72,318.5,29.5,29.5,43,43,38.5,,Brown,,Dark Brown,
OP3007-DG-TAG,318.5,72,318.5,29.5,29.5,43,43,38.5,,Green,,Dark Green,
OP3007-GY-TAG,318.5,72,318.5,29.5,29.5,43,43,38.5,,Gray,,Gray,
OP3007-NB-TAG,318.5,72,318.5,29.5,29.5,43,43,38.5,,Blue,,Navy Blue,
OP3007-SD-TAG,318.5,72,318.5,29.5,29.5,43,43,38.5,,,,Sand,
OP3007-TK-TAG,318.5,72,318.5,29.5,29.5,43,43,38.5,,Blue,beige,Teak,
OP3007-TQ-TAG,318.5,72,318.5,29.5,29.5,43,43,38.5,,Blue,,Turquoise,
OP3007-WH-TAG,318.5,72,318.5,29.5,29.5,43,43,38.5,,White,,White,
OP3007-WW-TAG,318.5,72,318.5,29.5,29.5,43,43,38.5,,Brown,,Weathered Wood,
OP3008-BK-TAG,288.5,72,288.5,29.5,29.5,43,43,38.5,,Black,,Black,
OP3008-DB-TAG,288.5,72,288.5,29.5,29.5,43,43,38.5,,Brown,,Dark Brown,
OP3008-DG-TAG,288.5,72,288.5,29.5,29.5,43,43,38.5,,Green,,Dark Green,
OP3008-GY-TAG,288.5,72,288.5,29.5,29.5,43,43,38.5,,Gray,,Gray,
OP3008-NB-TAG,288.5,72,288.5,29.5,29.5,43,43,38.5,,Blue,,Navy Blue,
OP3008-SD-TAG,288.5,72,288.5,29.5,29.5,43,43,38.5,,,,Sand,
OP3008-TK-TAG,288.5,72,288.5,29.5,29.5,43,43,38.5,,Blue,beige,Teak,
OP3008-TQ-TAG,288.5,72,288.5,29.5,29.5,43,43,38.5,,Blue,,Turquoise,
OP3008-WH-TAG,288.5,72,288.5,29.5,29.5,43,43,38.5,,White,,White,
OP3008-WW-TAG,288.5,72,288.5,29.5,29.5,43,43,38.5,,Brown,,Weathered Wood,
OP3013-BK-TAG,345,72,345,29.5,29.5,37,71,38.5,,Black,,Black,
OP3021-DB-TAG,342,72,342,29.5,29.5,37,71,38.5,,Brown,,Dark Brown,
OP3021-WH-TAG,342,72,342,29.5,29.5,37,71,38.5,,White,,White,
OP3021-TQ-TAG,342,72,342,29.5,29.5,37,71,38.5,,Blue,,Turquoise,
OP3021-TK-TAG,342,72,342,29.5,29.5,37,71,38.5,,Blue,beige,Teak,
OP3021-SD-TAG,342,72,342,29.5,29.5,37,71,38.5,,,,Sand,
OP3021-NB-TAG,342,72,342,29.5,29.5,37,71,38.5,,Blue,,Navy Blue,
OP3021-GY-TAG,342,72,342,29.5,29.5,37,71,38.5,,Gray,,Gray,
OP3021-DG-TAG,342,72,342,29.5,29.5,37,71,38.5,,Green,,Dark Green,
OP3013-WW-TAG,345,72,345,29.5,29.5,37,71,38.5,,Brown,,Weathered Wood,
OP3021-BK-TAG,342,72,342,29.5,29.5,37,71,38.5,,Black,,Black,
OP3013-DB-TAG,345,72,345,29.5,29.5,37,71,38.5,,Brown,,Dark Brown,
OP3013-WH-TAG,345,72,345,29.5,29.5,37,71,38.5,,White,,White,
OP3013-TQ-TAG,345,72,345,29.5,29.5,37,71,38.5,,Blue,,Turquoise,
OP3013-TK-TAG,345,72,345,29.5,29.5,37,71,38.5,,Blue,beige,Teak,
OP3013-SD-TAG,345,72,345,29.5,29.5,37,71,38.5,,,,Sand,
OP3013-NB-TAG,345,72,345,29.5,29.5,37,71,38.5,,Blue,,Navy Blue,
OP3013-GY-TAG,345,72,345,29.5,29.5,37,71,38.5,,Gray,,Gray,
OP3013-DG-TAG,345,72,345,29.5,29.5,37,71,38.5,,Green,,Dark Green,
OP3021-WW-TAG,342,72,342,29.5,29.5,37,71,38.5,,Brown,,Weathered Wood,
OP3017-BK-TAG,354,72,354,29.5,29.5,37,71,38.5,,Black,,Black,
OP3017-DB-TAG,354,72,354,29.5,29.5,37,71,38.5,,Brown,,Dark Brown,
OP3017-DG-TAG,354,72,354,29.5,29.5,37,71,38.5,,Green,,Dark Green,
OP3017-GY-TAG,354,72,354,29.5,29.5,37,71,38.5,,Gray,,Gray,
OP3017-NB-TAG,354,72,354,29.5,29.5,37,71,38.5,,Blue,,Navy Blue,
OP3017-SD-TAG,354,72,354,29.5,29.5,37,71,38.5,,,,Sand,
OP3017-TK-TAG,354,72,354,29.5,29.5,37,71,38.5,,Blue,beige,Teak,
OP3017-TQ-TAG,354,72,354,29.5,29.5,37,71,38.5,,Blue,,Turquoise,
OP3017-WH-TAG,354,72,354,29.5,29.5,37,71,38.5,,White,,White,
OP3017-WW-TAG,354,72,354,29.5,29.5,37,71,38.5,,Brown,,Weathered Wood,
2001-AC4-CS2-CT-WH-TAG,188,15,188,34.5,34.5,34.25,29.5,23,,White,,White,
2001-AC4-CS2-CT-OR-TAG,188,15,188,34.5,34.5,34.25,29.5,23,,Orange,,Orange,
2001-AC4-CS2-CT-BK-TAG,188,15,188,34.5,34.5,34.25,29.5,23,,Black,,Black,
2001-AC4-CS2-CT-DKGR-TAG,188,15,188,34.5,34.5,34.25,29.5,23,,Green,,Dark Green,
2001-AC4-CS2-CT-RD-TAG,188,15,188,34.5,34.5,34.25,29.5,23,,Red,,Red,
2001-AC4-CS2-CT-TQ-TAG,188,15,188,34.5,34.5,34.25,29.5,23,,Blue,,Turquoise,
2001-AC4-CS2-CT-NB-TAG,188,15,188,34.5,34.5,34.25,29.5,23,,Blue,,Navy Blue,
2001-AC4-CS2-CT-WW-TAG,188,15,188,34.5,34.5,34.25,29.5,23,,Brown,,Weathered Wood,
2001-AC4-CS2-CT-PB-TAG,188,15,188,34.5,34.5,34.25,29.5,23,,Blue,,Pacific Blue,
2001-AC4-CS2-CT-LM-TAG,188,15,188,34.5,34.5,34.25,29.5,23,,Yellow,,Lime,
2001-AC4-CS2-CT-GY-TAG,188,15,188,34.5,34.5,34.25,29.5,23,,Gray,,Gray,
2001-AC4-CS2-CT-DKBR-TAG,188,15,188,34.5,34.5,34.25,29.5,23,,Brown,,Dark Brown,
2001-AC4-CS2-CT-SD-TAG,188,15,188,34.5,34.5,34.25,29.5,23,,,,Sand,
2001-AC4-CS2-CT-TK-TAG,188,15,188,34.5,34.5,34.25,29.5,23,,Blue,beige,Teak,
OP125-BK-TAG,39.9,39.5,39.9,37.8,37.8,37.2,32.2,6.5,,Black,,Black,
OP125-CG-TAG,39.9,39.5,39.9,37.8,37.8,37.2,32.2,6.5,,Gray,,Charcoal Gray,
OP125-NB-TAG,39.9,39.5,39.9,37.8,37.8,37.2,32.2,6.5,,,,Navy,
OP125-TK-TAG,39.9,39.5,39.9,37.8,37.8,37.2,32.2,6.5,,Blue,beige,Teak,
OP125-TP-TAG,39.9,39.5,39.9,37.8,37.8,37.2,32.2,6.5,,,,Taupe,
OP125-WG-TAG,39.9,39.5,39.9,37.8,37.8,37.2,32.2,6.5,,Gray,,Weathered Gray,
OP125-WH-TAG,39.9,39.5,39.9,37.8,37.8,37.2,32.2,6.5,,White,,White,
OP5001-BK-TAG,42.9,20.5,42.9,41.7,41.7,33.9,25.2,4,,Black,Black,Black,
OP5001-DB-TAG,42.9,20.5,42.9,41.7,41.7,33.9,25.2,4,,Brown,Brown,Dark Brown,
OP5001-DG-TAG,42.9,20.5,42.9,41.7,41.7,33.9,25.2,4,,Green,Green,Dark Green,
OP5001-GY-TAG,42.9,20.5,42.9,41.7,41.7,33.9,25.2,4,,Gray,Gray,Gray,
OP5001-LM-TAG,42.9,20.5,42.9,41.7,41.7,33.9,25.2,4,,Yellow,Yellow,Lime,
OP5001-NB-TAG,42.9,20.5,42.9,41.7,41.7,33.9,25.2,4,,Blue,Blue,Navy Blue,
OP5001-OR-TAG,42.9,20.5,42.9,41.7,41.7,33.9,25.2,4,,Orange,Orange,Orange,
OP5001-PB-TAG,42.9,20.5,42.9,41.7,41.7,33.9,25.2,4,,Blue,Blue,Pacific Blue,
OP5001-RD-TAG,42.9,20.5,42.9,41.7,41.7,33.9,25.2,4,,Red,Red,Red,
OP5001-TQ-TAG,42.9,20.5,42.9,41.7,41.7,33.9,25.2,4,,Blue,Blue,Turquoise,
OP5001-WH-TAG,42.9,20.5,42.9,41.7,41.7,33.9,25.2,4,,White,White,White,
OP5001-WW-TAG,42.9,20.5,42.9,41.7,41.7,33.9,25.2,4,,Brown,Brown,Weathered Wood,
OP5001-BK2-TAG,42.9,43.5,42.9,41.7,41.7,33.9,25.2,20.5,,Black,Black,Black,
OP5001-DB2-TAG,42.9,43.5,42.9,41.7,41.7,33.9,25.2,20.5,,Brown,Brown,Dark Brown,
OP5001-DG2-TAG,42.9,43.5,42.9,41.7,41.7,33.9,25.2,20.5,,Green,Green,Dark Green,
OP5001-GY2-TAG,42.9,43.5,42.9,41.7,41.7,33.9,25.2,20.5,,Gray,Gray,Gray,
OP5001-LM2-TAG,42.9,43.5,42.9,41.7,41.7,33.9,25.2,20.5,,Yellow,Yellow,Lime,
OP5001-NB2-TAG,42.9,43.5,42.9,41.7,41.7,33.9,25.2,20.5,,Blue,Blue,Navy Blue,
OP5001-OR2-TAG,42.9,43.5,42.9,41.7,41.7,33.9,25.2,20.5,,Orange,Orange,Orange,
OP5001-PB2-TAG,42.9,43.5,42.9,41.7,41.7,33.9,25.2,20.5,,Blue,Blue,Pacific Blue,
OP5001-RD2-TAG,42.9,43.5,42.9,41.7,41.7,33.9,25.2,20.5,,Red,Red,Red,
OP5001-TQ2-TAG,42.9,43.5,42.9,41.7,41.7,33.9,25.2,20.5,,Blue,Blue,Turquoise,
OP5001-WH2-TAG,42.9,43.5,42.9,41.7,41.7,33.9,25.2,20.5,,White,White,White,
OP5001-WW2-TAG,42.9,43.5,42.9,41.7,41.7,33.9,25.2,20.5,,Brown,Brown,Weathered Wood,
OP5001-BK4-TAG,172,43.5,172,41.7,41.7,33.9,25.2,20.5,,Black,Black,Black,
OP5001-DB4-TAG,172,43.5,172,41.7,41.7,33.9,25.2,20.5,,Brown,Brown,Dark Brown,
OP5001-DG4-TAG,172,43.5,172,41.7,41.7,33.9,25.2,20.5,,Green,Green,Dark Green,
OP5001-GY4-TAG,172,43.5,172,41.7,41.7,33.9,25.2,20.5,,Gray,Gray,Gray,
OP5001-LM4-TAG,172,43.5,172,41.7,41.7,33.9,25.2,20.5,,Green,Green,Lime Green,
OP5001-NB4-TAG,172,43.5,172,41.7,41.7,33.9,25.2,20.5,,Blue,Blue,Navy Blue,
OP5001-OR4-TAG,172,43.5,172,41.7,41.7,33.9,25.2,20.5,,Orange,Orange,Orange,
OP5001-PB4-TAG,172,43.5,172,41.7,41.7,33.9,25.2,20.5,,Blue,Blue,Pacific Blue,
OP5001-RD4-TAG,172,43.5,172,41.7,41.7,33.9,25.2,20.5,,Red,Red,Red,
OP5001-TQ4-TAG,172,43.5,172,41.7,41.7,33.9,25.2,20.5,,Blue,Blue,Turquoise,
OP5001-WH4-TAG,172,43.5,172,41.7,41.7,33.9,25.2,20.5,,White,White,White,
OP5001-WW4-TAG,172,43.5,172,41.7,41.7,33.9,25.2,20.5,,Brown,Brown,Weathered Wood,
OP5002-ST-BK-TAG,53,21,18,37.8,37.8,34.3,29.5,6.5,,Black,Black,Black,
OP5002-ST-DB-TAG,53,21,18,37.8,19,36,6,6.5,,Brown,Brown,Dark Brown,
OP5002-ST-DG-TAG,53,21,18,37.8,37.8,34.3,29.5,6.5,,Green,Green,Dark Green,
OP5002-ST-GY-TAG,53,21,18,37.8,19,36,6,6.5,,Gray,Gray,Gray,
OP5002-ST-LM-TAG,53,21,18,37.8,19,36,6,6.5,,Yellow,Yellow,Lime,
OP5002-ST-NB-TAG,53,21,18,37.8,37.8,34.3,29.5,6.5,,Blue,Blue,Navy Blue,
OP5002-ST-OR-TAG,53,21,18,37.8,37.8,34.3,29.5,6.5,,Orange,Orange,Orange,
OP5002-ST-PB-TAG,53,21,18,37.8,19,36,6,6.5,,Blue,Blue,Pacific Blue,
OP5002-ST-RD-TAG,53,21,18,37.8,19,36,6,6.5,,Red,Red,Red,
OP5002-ST-SD-TAG,53,21,18,37.8,19,36,6,6.5,,,Beige,Sand,
OP5002-ST-TK-TAG,53,21,18,37.8,37.8,34.3,29.5,6.5,,Blue,beige,Teak,
OP5002-ST-TQ-TAG,53,21,18,37.8,37.8,34.3,29.5,6.5,,Blue,Blue,Turquoise,
OP5002-ST-WH-TAG,53,21,18,37.8,19,36,6,6.5,,White,White,White,
OP5002-ST-WW-TAG,53,21,18,37.8,19,36,6,6.5,,Brown,Brown,Weathered Wood,
OP6004-BK-TAG,240,11,,36.4,36.4,33.5,24,34,,Black,Black,Black,
OP6004-DKBR-TAG,240,11,,36.4,36.4,33.5,24,34,,Brown,Brown,Dark Brown,
OP6004-DKGR-TAG,240,11,,36.4,36.4,33.5,24,34,,Green,Green,Dark Green,
OP6004-GY-TAG,240,11,,36.4,36.4,33.5,24,34,,Gray,Gray,Gray,
OP6004-LM-TAG,240,11,,36.4,36.4,33.5,24,34,,Yellow,Yellow,Lime,
OP6004-NB-TAG,240,11,,36.4,36.4,33.5,24,34,,Blue,Blue,Navy Blue,
OP6004-OR-TAG,240,11,,36.4,36.4,33.5,24,34,,Orange,Orange,Orange,
OP6004-PB-TAG,240,11,,36.4,36.4,33.5,24,34,,Blue,Blue,Pacific Blue,
OP6004-RD-TAG,240,11,,36.4,36.4,33.5,24,34,,Red,Red,Red,
OP6004-TQ-TAG,240,11,,36.4,36.4,33.5,24,34,,Blue,Blue,Turquoise,
OP6004-WH-TAG,240,11,,36.4,36.4,33.5,24,34,,White,White,White,
OP6004-WW-TAG,240,11,,36.4,36.4,33.5,24,34,,Brown,Brown,Weathered Wood,
OP6003-BK-TAG,240,23.5,,36.4,36.4,33.5,24,7,,Black,Black,Black,
OP6003-DKBR-TAG,240,23.5,,36.4,36.4,33.5,24,7,,Brown,Brown,Dark Brown,
OP6003-DKGR-TAG,240,23.5,,36.4,36.4,33.5,24,7,,Green,Green,Dark Green,
OP6003-GY-TAG,240,23.5,,36.4,36.4,33.5,24,7,,Gray,Gray,Gray,
OP6003-LM-TAG,240,23.5,,36.4,36.4,33.5,24,7,,Yellow,Yellow,Lime,
OP6003-NB-TAG,240,23.5,,36.4,36.4,33.5,24,7,,Blue,Blue,Navy Blue,
OP6003-OR-TAG,240,23.5,,36.4,36.4,33.5,24,7,,Orange,Orange,Orange,
OP6003-PB-TAG,240,23.5,,36.4,36.4,33.5,24,7,,Blue,Blue,Pacific Blue,
OP6003-RD-TAG,240,23.5,,36.4,36.4,33.5,24,7,,Red,Red,Red,
OP6003-TQ-TAG,240,23.5,,36.4,36.4,33.5,24,7,,Blue,Blue,Turquoise,
OP6003-WH-TAG,240,23.5,,36.4,36.4,33.5,24,7,,White,White,White,
OP6003-WW-TAG,240,23.5,,36.4,36.4,33.5,24,7,,Brown,Brown,Weathered Wood,
OP2008-BK-TAG,36.5,32.5,36.5,40.5,40.5,29,27.5,20.5,,Black,Black,Black,
OP2008-DB-TAG,36.5,32.5,36.5,40.5,40.5,29,27.5,20.5,,Brown,Brown,Dark Brown,
OP2008-DG-TAG,36.5,32.5,36.5,40.5,40.5,29,27.5,20.5,,Green,Green,Dark Green,
OP2008-GY-TAG,36.5,32.5,36.5,40.5,40.5,29,27.5,20.5,,Gray,Gray,Gray,
OP2008-NB-TAG,36.5,32.5,36.5,40.5,40.5,29,27.5,20.5,,Blue,Blue,Navy Blue,
OP2008-SD-TAG,36.5,32.5,36.5,40.5,40.5,29,27.5,20.5,,,Gray,Sand,
OP2008-TK-TAG,36.5,32.5,36.5,40.5,40.5,29,27.5,20.5,,Blue,Brown,Teak,
OP2008-TQ-TAG,36.5,32.5,36.5,40.5,40.5,29,27.5,20.5,,Blue,Blue,Turquoise,
OP2008-WH-TAG,36.5,32.5,36.5,40.5,40.5,29,27.5,20.5,,White,White,White,
OP2008-WW-TAG,36.5,32.5,36.5,40.5,40.5,29,27.5,20.5,,Brown,Brown,Weathered Wood,
OP5004-BK-TAG,45.6,39,45.6,40.1,40.1,39.5,31.75,7,,Black,Black,Black,
OP5004-CG-TAG,45.6,39,45.6,40.1,40.1,39.5,31.75,7,,Gray,Gray,Charcoal Gray,
OP5004-NB-TAG,45.6,39,45.6,40.1,40.1,39.5,31.75,7,,,Blue,Navy,
OP5004-TK-TAG,45.6,39,45.6,40.1,40.1,39.5,31.75,7,,Beige,beige,Teak,
OP5004-TP-TAG,45.6,39,45.6,40.1,40.1,39.5,31.75,7,,,Beige,Taupe,
OP5004-WG-TAG,45.6,39,45.6,40.1,40.1,39.5,31.75,7,,Gray,Gray,Weathered Gray,
OP5004-WH-TAG,45.6,39,45.6,40.1,40.1,39.5,31.75,7,,White,White,White,
OP2006-BK-TAG,32,20,32,39.2,39.2,17.7,25.2,6.5,,Black,Black,Black,
OP2006-DB-TAG,32,20,32,39.2,39.2,17.7,25.2,6.5,,Brown,Brown,Dark Brown,
OP2006-DG-TAG,32,20,32,39.2,39.2,17.7,25.2,6.5,,Green,Green,Dark Green,
OP2006-GY-TAG,32,20,32,39.2,39.2,17.7,25.2,6.5,,Gray,Gray,Gray,
OP2006-NB-TAG,32,20,32,39.2,39.2,17.7,25.2,6.5,,Blue,Blue,Navy Blue,
OP2006-SD-TAG,32,20,32,39.2,39.2,17.7,25.2,6.5,,,beige,Sand,
OP2006-TK-TAG,32,20,32,39.2,39.2,17.7,25.2,6.5,,Blue,beige,Teak,
OP2006-TQ-TAG,32,20,32,39.2,39.2,17.7,25.2,6.5,,Blue,Blue,Turquoise,
OP2006-WH-TAG,32,20,32,39.2,39.2,17.7,25.2,6.5,,White,White,White,
OP2006-WW-TAG,32,20,32,39.2,39.2,17.7,25.2,6.5,,Brown,Brown,Weathered Wood,
OP2005-BK-TAG,27,20,27,39.2,39.2,17.7,19.5,5.5,,Black,Black,Black,
OP2005-DB-TAG,27,20,27,39.2,39.2,17.7,19.5,5.5,,Brown,Brown,Dark Brown,
OP2005-DG-TAG,27,20,27,39.2,39.2,17.7,19.5,5.5,,Green,Green,Dark Green,
OP2005-GY-TAG,27,20,27,39.2,39.2,17.7,19.5,5.5,,Gray,Gray,Gray,
OP2005-NB-TAG,27,20,27,39.2,39.2,17.7,19.5,5.5,,Blue,Blue,Navy Blue,
OP2005-SD-TAG,27,20,27,39.2,39.2,17.7,19.5,5.5,,,beige,Sand,
OP2005-TK-TAG,27,20,27,39.2,39.2,17.7,19.5,5.5,,Blue,beige,Teak,
OP2005-TQ-TAG,27,20,27,39.2,39.2,17.7,19.5,5.5,,Blue,Blue,Turquoise,
OP2005-WH-TAG,27,20,27,39.2,39.2,17.7,19.5,5.5,,White,White,White,
OP2005-WW-TAG,27,20,27,39.2,39.2,17.7,19.5,5.5,,Brown,Brown,Weathered Wood,
OP6008-BK-TAG,240,10,,24.625,24.625,32,32,34,,Black,Black,Black,
OP6008-DB-TAG,240,10,,24.625,24.625,32,32,34,,Brown,Brown,Dark Brown,
OP6008-DG-TAG,240,10,,24.625,24.625,32,32,34,,Green,Green,Dark Green,
OP6008-GY-TAG,240,10,,24.625,24.625,32,32,34,,Gray,Gray,Gray,
OP6008-LM-TAG,240,10,,24.625,24.625,32,32,34,,Yellow,Yellow,Lime,
OP6008-NB-TAG,240,10,,24.625,24.625,32,32,34,,Blue,Blue,Navy Blue,
OP6008-OR-TAG,240,10,,24.625,24.625,32,32,34,,Orange,Orange,Orange,
OP6008-PB-TAG,240,10,,24.625,24.625,32,32,34,,Blue,Blue,Pacific Blue,
OP6008-RD-TAG,240,10,,24.625,24.625,32,32,34,,Red,Red,Red,
OP6008-SD-TAG,240,10,,24.625,24.625,32,32,34,,,beige,Sand,
OP6008-TK-TAG,240,10,,24.625,24.625,32,32,34,,Blue,beige,Teak,
OP6008-TQ-TAG,240,10,,24.625,24.625,32,32,34,,Blue,Blue,Turquoise,
OP6008-WH-TAG,240,10,,24.625,24.625,32,32,34,,White,White,White,
OP6008-WW-TAG,240,10,,24.625,24.625,32,32,34,,Brown,Brown,Weathered Wood,
OP6007-BK-TAG,240,33,,24.75,24.75,29.75,29.75,10,,Black,Black,Black,
OP6007-DB-TAG,240,33,,24.75,24.75,29.75,29.75,10,,Brown,Brown,Dark Brown,
OP6007-DG-TAG,240,33,,24.75,24.75,29.75,29.75,10,,Green,Green,Dark Green,
OP6007-GY-TAG,240,33,,24.75,24.75,29.75,29.75,10,,Gray,Gray,Gray,
OP6007-LM-TAG,240,33,,24.75,24.75,29.75,29.75,10,,Yellow,Yellow,Lime,
OP6007-NB-TAG,240,33,,24.75,24.75,29.75,29.75,10,,Blue,Blue,Navy Blue,
OP6007-OR-TAG,240,33,,24.75,24.75,29.75,29.75,10,,Orange,Orange,Orange,
OP6007-PB-TAG,240,33,,24.75,24.75,29.75,29.75,10,,Blue,Blue,Pacific Blue,
OP6007-RD-TAG,240,33,,24.75,24.75,29.75,29.75,10,,Red,Red,Red,
OP6007-SD-TAG,240,33,,24.75,24.75,29.75,29.75,10,,,Beige,Sand,
OP6007-TK-TAG,240,33,,24.75,24.75,29.75,29.75,10,,Blue,beige,Teak,
OP6007-TQ-TAG,240,33,,24.75,24.75,29.75,29.75,10,,Blue,Blue,Turquoise,
OP6007-WH-TAG,240,33,,24.75,24.75,29.75,29.75,10,,White,White,White,
OP6007-WW-TAG,240,33,,24.75,24.75,29.75,29.75,10,,Brown,Brown,Weathered Wood,
OP2009-BK-TAG,38,32.5,38,40,40,29,27.5,20.5,,Black,Black,Black,
OP2009-DB-TAG,38,32.5,38,40,40,29,27.5,20.5,,Brown,Brown,Dark Brown,
OP2009-DG-TAG,38,32.5,38,40,40,29,27.5,20.5,,Green,Green,Dark Green,
OP2009-GY-TAG,38,32.5,38,40,40,29,27.5,20.5,,Gray,Gray,Gray,
OP2009-NB-TAG,38,32.5,38,40,40,29,27.5,20.5,,Blue,Blue,Navy Blue,
OP2009-SD-TAG,38,32.5,38,40,40,29,27.5,20.5,,,beige,Sand,
OP2009-TK-TAG,38,32.5,38,40,40,29,27.5,20.5,,Blue,beige,Teak,
OP2009-TQ-TAG,38,32.5,38,40,40,29,27.5,20.5,,Blue,Blue,Turquoise,
OP2009-WH-TAG,38,32.5,38,40,40,29,27.5,20.5,,White,White,White,
OP2009-WW-TAG,38,32.5,38,40,40,29,27.5,20.5,,Brown,Brown,Weathered Wood,
OP5003-BK-TAG,45.5,22.5,45.5,39.2,39.2,34.3,30.7,36.6,,Black,Black,Black,
OP5003-DKBR-TAG,45.5,22.5,45.5,39.2,39.2,34.3,30.7,36.6,,Brown,Brown,Dark Brown,
OP5003-DKGR-TAG,45.5,22.5,45.5,39.2,39.2,34.3,30.7,36.6,,Green,Green,Dark Green,
OP5003-GY-TAG,45.5,22.5,45.5,39.2,39.2,34.3,30.7,36.6,,Gray,Gray,Gray,
OP5003-LM-TAG,45.5,22.5,45.5,39.2,39.2,34.3,30.7,36.6,,Yellow,Yellow,Lime,
OP5003-NB-TAG,45.5,22.5,45.5,39.2,39.2,34.3,30.7,36.6,,Blue,Blue,Navy Blue,
OP5003-OR-TAG,45.5,22.5,45.5,39.2,39.2,34.3,30.7,36.6,,Orange,Orange,Orange,
OP5003-PB-TAG,45.5,22.5,45.5,39.2,39.2,34.3,30.7,36.6,,Blue,Blue,Pacific Blue,
OP5003-RD-TAG,45.5,22.5,45.5,39.2,39.2,34.3,30.7,36.6,,Red,Red,Red,
OP5003-SD-TAG,45.5,22.5,45.5,39.2,39.2,34.3,30.7,36.6,,,beige,Sand,
OP5003-TK-TAG,45.5,22.5,45.5,39.2,39.2,34.3,30.7,36.6,,Blue,beige,Teak,
OP5003-TQ-TAG,45.5,22.5,45.5,39.2,39.2,34.3,30.7,36.6,,Blue,Blue,Turquoise,
OP5003-WH-TAG,45.5,22.5,45.5,39.2,39.2,34.3,30.7,36.6,,White,White,White,
OP5003-WW-TAG,45.5,22.5,45.5,39.2,39.2,34.3,30.7,36.6,,Brown,Brown,Weathered Wood,
OP2010-BK-TAG,36,32,36,40,40,29,27.5,20.5,,Black,Black,Black,
OP2010-DB-TAG,36,32,36,40,40,29,27.5,20.5,,Brown,Brown,Dark Brown,
OP2010-DG-TAG,36,32,36,40,40,29,27.5,20.5,,Green,Green,Dark Green,
OP2010-GY-TAG,36,32,36,40,40,29,27.5,20.5,,Gray,Gray,Gray,
OP2010-NB-TAG,36,32,36,40,40,29,27.5,20.5,,Blue,Blue,Navy Blue,
OP2010-SD-TAG,36,32,36,40,40,29,27.5,20.5,,,beige,Sand,
