sku,fields.name,fields.brand,fields.description,fields.material,fields.pattern,fields.bullet_1,fields.bullet_2,fields.bullet_3,fields.bullet_4,fields.bullet_5,fields.country_of_origin,fields.import_description,fields.assembly_details,fields.frame_color,fields.material_frame,fields.targeted_audience,fields.subtype,fields.maximum_seating_capacity,fields.number_of_piece,fields.seat_depth,fields.seat_height_floor_to_set_top,fields.seat_width,fields.target_listing_action,fields.target_posting_template,fields.warranty,fields.target_sku,fields.cushion_type,fields.arm_type,fields.cushion_textiles_1,fields.maximum_set_seating_capacity,fields.seating_piece_1_depth,fields.seating_piece_1_height,fields.seating_piece_1_seat_depth,fields.seating_piece_1_type,fields.seating_piece_1_weight,fields.seating_piece_1_width,fields.shape,fields.tabletop_thickness,fields.material_textile_1,fields.pattern_group,fields.seat_back_height,fields.upholstery,fields.material_furniture_hardware,fields.cushion_material_fill_1,fields.seating_piece_1_material_seat,fields.seating_piece_1_seat_back_height,fields.battery_1_information,fields.capacity_volume,fields.care_and_cleaning,fields.pet_type,fields.base_height,fields.base_length,fields.base_width,fields.base_weight,fields.maximum_pole_diameter_accommodated,fields.base_weight_approximate_when_filled,fields.fillable_base,fields.power_source,fields.closure_type,fields.material_fill_1,fields.seat_cushion_depth,fields.seat_cushion_thickness,fields.seat_cushion_width,fields.height_adjustability,fields.seat_height_maximum_floor_to_seat_top,fields.seat_height_minimum_floor_to_seat_top,fields.includes,fields.pole_diameter,fields.pole_height,fields.umbrella_lift_type,fields.umbrella_shade_color,fields.umbrella_weight,fields.umbrella_width,fields.ligthed,fields.umbrella_length,fields.umbrella_tilt,fields.lighted,fields.number_of_settings,fields.heat_coverage,fields.maximum_heat_output,fields.extension_table,fields.table_base_style,fields.table_piece_1_number_of_seats_accommodated,fields.table_piece_1_floor_to_apron_height,fields.table_piece_1_height,fields.table_piece_1_length,fields.table_piece_1_weight,fields.table_piece_1_width,fields.number_of_seats_accommodated,fields.material_surface,fields.floor_to_apron_height,fields.pet_lifestage,fields.protective_qualities,fields.table_piece_1_type,fields.seat_or_cushion_color,fields.required_not_included,fields.material_fill_percentage_1,fields.seat_back_width,fields.material_tabletop,options.0,options.1
variant-1730,WestinTrends  Avalon Outdoor HDPE Deep Seating Modular Armless Patio Chair with Patio Cushions,WestinTrends,"<p>Relax by the poolside or on your patio under the stars with our charming Outdoor Patio HDPE Modular Armless Patio Club Chair. Lounge back in bliss with the deep inclined seat rest and the reclined backrest that offers a relaxing design. Our outdoor club chair is a perfect blend of comfort and design with durable and thick HDPE material that ensures a stable design combined with our deep seating patio cushions making for a relaxing sectional chair. Turn your backyard into an oasis with this patio sofa chair this season.<p><strong>Features</strong><ul><li>Set Includes: One (1) patio club chair, One (1) deep seat back cushion, and One (1) deep seat rest cushion<li>Constructed from durable HDPE material and designed to be stable and sturdy<li>Weather resistant to protect against the harsh outdoor elements<li>Fade and UV resistant to protect against the sun<li>Inclined seat rest allows you to slide into comfort<li>Water repellent patio cushions that allows water to bead off</ul><p><strong>Details: </strong><ul><li>Product Type: Outdoor Seating & Patio Chairs</ul><ul><p><strong>Chair</strong><li>Dimensions: 24.5"" W x 35.75"" D x 32.75"" H<li>Weight: 43.75 Lbs.<li>Seat Width: 24.5""<li>Seat Depth: 24.5""<li>Weight Capacity: 330 Lbs.</ul><ul><p><strong>Seat Cushion</strong><li>Dimensions: 24.5"" W x 35.75"" D x 32.75"" H<li>Weight: 43.75 Lbs.</ul><ul><p><strong>Back Cushion</strong><li>Dimensions: 25"" W x 25"" D x 5"" H<li>Weight: 4.25 Lbs.</ul>",HDPE (High-Density Polyethylene),Solid,"Set Includes: One (1) patio club chair, One (1) deep seat back cushion, and One (1) deep seat rest cushion",Constructed from durable HDPE material and designed to be stable and sturdy,Weather resistant to protect against the harsh outdoor elements,Fade and UV resistant to protect against the sun,Inclined seat rest allows you to slide into comfort,China,imported,"Adult Assembly Required, Tools Provided",,HDPE (High-Density Polyethylene),All Ages,Armless Chairs,1,2,24,11,24,FULL,Patio Accent Chairs,30 Day Limited Warranty,,Loose Seat and Back Cushions,Fixed Arms,,,,,,,,,,,,Solid,,,,,,,,,Spot or Wipe Clean,,,35,24,51,,,,,,Polyester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,All-Weather Design,,,,100,,,size,color
variant-1732,WestinTrends Avalon Outdoor 6-Piece Modular Sectional Patio Furniture Sofa Set,WestinTrends,"<p>Invite friends and family over this season and gather around our charming 6-piece outdoor patio furniture sectional set. Sink into comfort on the high-resilience foam-filled, water-repellent deep seating patio cushions, far superior to regular polyurethane foam. Crafted from durable HDPE material, this sectional is more resilient than metal or wood options, with fade-resistant and weather-resistant properties. Create a cozy and inviting outdoor space with this stylish and durable furniture set.<p><strong>Features</strong><ul><li>Set Includes: Two (2) patio club chair, One (1) Left Arm patio club chair, One (1) Right Arm patio club chair, One (1) Armless patio club chair, Five (5) deep seat back cushion, Five (5) deep seat rest cushion, and One (1) 37"" Wide Inch Patio Conversation table<li>Constructed from durable HDPE material and designed to be stable and sturdy<li>Weather resistant to protect against the harsh outdoor elements<li>Fade and UV resistant to protect against the sun<li>Thick HDPE slat construction for added durability and stability<li>Water repellent patio cushions that allows water to bead off</ul><p><strong>Details: </strong><ul><li>Product Type: Patio Conversation Sets</ul><ul><p><strong>Chair</strong><li>Weight: 56.75 Lbs.<li>Weight Capacity: 330 Lbs.</ul><ul><p><strong>Deep Armless Seat</strong><li>Dimensions: 24.5"" W x 35.75"" D x 32.75"" H<li>Weight: 43.75 Lbs.</ul><ul><p><strong>Coffee Table</strong><li>Weight: 54.75 Lbs.<li>Weight Capacity: 300 Lbs.</ul><ul><p><strong>Deep LAF Seat</strong><li>Dimensions: 29.25"" W x 35.75"" D x 32.75"" H<li>Weight: 56.75 Lbs.</ul><ul><p><strong>Deep RAF Seat</strong><li>Dimensions: 36.5"" W x 36.5"" D x 18"" H<li>Weight: 54.75 Lbs.</ul><ul><p><strong>Seat Cushion</strong><li>Dimensions: 25"" W x 25"" D x 5"" H<li>Weight: 4.25 Lbs.</ul><ul><p><strong>Back Cushion</strong><li>Dimensions: 27.5"" W x 9"" D x 21.5"" H<li>Weight: 3.25 Lbs.</ul>",HDPE (High-Density Polyethylene),Solid,"Set Includes: Two (2) patio club chair, One (1) Left Arm patio club chair, One (1) Right Arm patio club chair, One (1) Armless patio club chair, Five (5) deep seat back cushion, Five (5) deep seat rest cushion, and One (1) 37"" Wide Inch Patio Conversation table",Constructed from durable HDPE material and designed to be stable and sturdy,Weather resistant to protect against the harsh outdoor elements,Fade and UV resistant to protect against the sun,Thick HDPE slat construction for added durability and stability,China,imported,"Adult Assembly Required, Tools Provided",,HDPE (High-Density Polyethylene),All Ages,Arm Chairs,5,6,24.5,11,24,FULL,Patio Accent Chairs,30 Day Limited Warranty,,Loose Seat and Back Cushions,Fixed Arms,,5,35.75,32,24,Patio Arm Chair,350,26.75,,,,Solid,,,,,,24,,,Spot or Wipe Clean,,,35.75,26.75,350,,,,,,,,,,,,,Seat and Back Cushions,,,,,,,,,,,,,,,,,,18,36,54,36,6,,,,All-Weather Design,Patio Accent Table,,,,,,size,color
variant-1737,WestinTrends Avalon Outdoor 5-Piece Modular Sectional Patio Furniture Sofa Set,WestinTrends,"<p>Invite friends and family over this season and gather around our charming 4 seating 5-piece outdoor patio furniture sectional set. Sink into comfort on the high-resilience foam-filled, water-repellent deep seating patio cushions, far superior to regular polyurethane foam. Crafted from durable HDPE material, this sectional is more resilient than metal or wood options, with fade-resistant and weather-resistant properties. Create a cozy and inviting outdoor space with this stylish and durable furniture set.<p><strong>Features</strong><ul><li>Set Includes: Two (2) patio club chair, One (1) Left Arm patio club chair, One (1) Right Arm patio club chair, Four (4) deep seat back cushion, Four (4) deep seat rest cushion, and One (1) 37"" Wide Inch Conversation table<li>Constructed from durable HDPE material and designed to be stable and sturdy<li>Weather resistant to protect against the harsh outdoor elements<li>Fade and UV resistant to protect against the sun<li>Thick HDPE slat construction for added durability and stability<li>Water repellent patio cushions that allows water to bead off</ul><p><strong>Details: </strong><ul><li>Product Type: Patio Conversation Sets</ul><ul><p><strong>Chair</strong><li>Weight: 56.75 Lbs.<li>Weight Capacity: 330 Lbs.</ul><ul><p><strong>Coffee Table</strong><li>Weight: 54.75 Lbs.<li>Weight Capacity: 300 Lbs.</ul><ul><p><strong>Deep LAF Seat</strong><li>Dimensions: 29.25"" W x 35.75"" D x 32.75"" H<li>Weight: 56.75 Lbs.</ul><ul><p><strong>Deep RAF Seat</strong><li>Dimensions: 36.5"" W x 36.5"" D x 18"" H<li>Weight: 54.75 Lbs.</ul><ul><p><strong>Seat Cushion</strong><li>Dimensions: 25"" W x 25"" D x 5"" H<li>Weight: 4.25 Lbs.</ul><ul><p><strong>Back Cushion</strong><li>Dimensions: 27.5"" W x 9"" D x 21.5"" H<li>Weight: 3.25 Lbs.</ul>",HDPE (High-Density Polyethylene),Solid,"Set Includes: Two (2) patio club chair, One (1) Left Arm patio club chair, One (1) Right Arm patio club chair, Four (4) deep seat back cushion, Four (4) deep seat rest cushion, and One (1) 37"" Wide Inch Conversation table",Constructed from durable HDPE material and designed to be stable and sturdy,Weather resistant to protect against the harsh outdoor elements,Fade and UV resistant to protect against the sun,Thick HDPE slat construction for added durability and stability,China,imported,"Adult Assembly Required, Tools Provided",,HDPE (High-Density Polyethylene),All Ages,Patio Conversation Sets,4,5,24.5,11,24,FULL,Patio Seating Sets,30 Day Limited Warranty,,Loose Seat and Back Cushions,Fixed Arms,Polyester,4,35.75,32,24,Patio Arm Chair,299,26.75,,,,Solid,,,,,,24,,,Spot or Wipe Clean,,,35.75,26.75,299,,,,,,,,,,,,,Seat and Back Cushions,,,,,,,,,,,,,,,,,,18,36,54,36,5,,,,All-Weather Design,Patio Accent Table,,,,,,size,color
variant-1742,WestinTrends Avalon Outdoor Patio HDPE Deep Seating Sectional Loveseat,WestinTrends,"<p>Relax by the poolside or on your patio under the stars with our charming Outdoor Patio HDPE Deep Seating Loveseat. lounge back in bliss with the deep inclined seat rest and the slanted backrest that offers a relaxing design. our outdoor patio loveseat is a perfect blend of comfort and design with the durable and thick HDPE material that ensures a stable design. turn your backyard into an oasis with this patio sofa chair this season.<p><strong>Features</strong><ul><li>Constructed from robust and environmentally friendly HDPE material<li>Weather resistant to protect against the harsh outdoor elements<li>Fade and UV resistant to protect against the sun<li>Inclined Seat Rest allows you to Slide into Comfort<li>High Titled Backrest to Lean Back into Comfort<li>48"" Wide Seat Rest for Plenty of Leg Room when combined</ul><p><strong>Details: </strong><ul><li>Product Type: Outdoor Seating & Patio Chairs</ul><ul><p><strong>Deep LAF Seat</strong><li>Dimensions: 26.75"" W x 35.75"" D x 32.75"" H<li>Weight: 50.5 Lbs.<li>Seat Width: 24.5""<li>Seat Depth: 24.5""<li>Weight Capacity: 330 Lbs.</ul><ul><p><strong>Deep RAF Seat</strong><li>Dimensions: 26.75"" W x 35.75"" D x 32.75"" H<li>Weight: 50.5 Lbs.<li>Seat Width: 24.5""<li>Seat Depth: 24.5""<li>Weight Capacity: 330 Lbs.</ul>",HDPE (High-Density Polyethylene),Solid,Constructed from robust and environmentally friendly HDPE material,Weather resistant to protect against the harsh outdoor elements,Fade and UV resistant to protect against the sun,Inclined Seat Rest allows you to Slide into Comfort,High Titled Backrest to Lean Back into Comfort,China,imported,"Adult Assembly Required, Tools Provided",,HDPE (High-Density Polyethylene),All Ages,Arm Chairs,2,2,24.5,11.5,24.5,FULL,Patio Accent Chairs,30 Day Limited Warranty,,Loose Seat and Back Cushions,Fixed Arms,,2,35.75,32.75,24.5,Patio Arm Chair,101,26.75,,,,Solid,,,,,,24,,,Spot or Wipe Clean,,,35.75,26.75,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,All-Weather Design,,,,,,,size,color
variant-1752,WestinTrends Avalon Outdoor Patio 3-Piece HDPE Deep Seating Sectional Sofa,WestinTrends,Relax by the poolside or on your patio under the stars with our charming 3-Piece Outdoor Patio HDPE Deep Seating Sectional Sofa. lounge back in bliss with the deep inclined seat rest and the slanted backrest that offers a relaxing design. our outdoor patio loveseat is a perfect blend of comfort and design with the durable and thick HDPE material that ensures a stable design. turn your backyard into an oasis with this patio sofa chair this season.,HDPE (High-Density Polyethylene),Solid,"Set Includes: one (1) deep seating left arm club chair, one (1) deep seating left arm club chair, and one (1) deep seating armless club chair",Constructed from robust and environmentally friendly HDPE material,Weather resistant to protect against the harsh outdoor elements,"72"" Wide Seat Rest for Plenty of Leg Room when combined",Durable and Sturdy Construction with Strong Legs and Thick HDPE Slats,China,imported,"Adult Assembly Required, Tools Provided",,HDPE (High-Density Polyethylene),All Ages,Arm Chairs,3,3,24.5,11.5,24.5,FULL,Patio Accent Chairs,30 Day Limited Warranty,,Loose Seat and Back Cushions,Fixed Arms,,3,35.75,32.75,24.5,Patio Arm Chair,144,26.75,,,,Solid,,,,,,24,,,Spot or Wipe Clean,,,35.75,26.75,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,All-Weather Design,,,,,,,size,color
variant-1755,WestinTrends Avalon Outdoor Patio HDPE Sectional Sofa with Patio Cushions,WestinTrends,"<p>Relax by the poolside or on your patio under the stars with our charming 3-Piece Outdoor Patio HDPE Deep Seating Sectional Sofa. lounge back in bliss with the deep inclined seat rest and the slanted backrest that offers a relaxing design. our outdoor patio loveseat is a perfect blend of comfort and design with the durable and thick HDPE material that ensures a stable design. turn your backyard into an oasis with this patio sofa chair this season.<p><strong>Features</strong><ul><li>Set Includes: one (1) deep seating left arm club chair, one (1) deep seating left arm club chair, and one (1) deep seating armless club chair<li>Constructed from robust and environmentally friendly HDPE material<li>Weather resistant to protect against the harsh outdoor elements<li>72"" Wide Seat Rest for Plenty of Leg Room when combined<li>Durable and Sturdy Construction with Strong Legs and Thick HDPE Slats<li>High Titled Backrest to Lean Back into Comfort</ul><p><strong>Details: </strong><ul><li>Product Type: Outdoor Seating & Patio Chairs</ul><ul><p><strong>Deep Armless Seat</strong><li>Dimensions: 26.75"" W x 35.75"" D x 32.75"" H<li>Weight: 50.5 Lbs.<li>Weight Capacity: 330 Lbs.</ul><ul><p><strong>Deep LAF Seat</strong><li>Dimensions: 26.75"" W x 35.75"" D x 32.75"" H<li>Weight: 50.5 Lbs.<li>Weight Capacity: 330 Lbs.</ul><ul><p><strong>Deep LAF Seat</strong><li>Dimensions: 24.5"" W x 35.75"" D x 32.75"" H<li>Weight: 43.75 Lbs.<li>Weight Capacity: 330 Lbs.</ul>",HDPE (High-Density Polyethylene),Solid,"Set Includes: one (1) deep seating left arm club chair, one (1) deep seating left arm club chair, and one (1) deep seating armless club chair",Constructed from robust and environmentally friendly HDPE material,Weather resistant to protect against the harsh outdoor elements,"72"" Wide Seat Rest for Plenty of Leg Room when combined",Durable and Sturdy Construction with Strong Legs and Thick HDPE Slats,China,imported,"Adult Assembly Required, Tools Provided",,HDPE (High-Density Polyethylene),All Ages,Arm Chairs,3,3,24.5,11.5,24.5,FULL,Patio Accent Chairs,30 Day Limited Warranty,,Loose Seat and Back Cushions,Fixed Arms,,3,35.75,32.75,24.5,Patio Arm Chair,144.75,26.75,,,,Solid,,,,,,24,,,Spot or Wipe Clean,,,35.75,26.75,144.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,All-Weather Design,,,,,,,size,color
variant-1757,WestinTrends Avalon Outdoor Patio HDPE Deep Seating Armchair (Set of 2),WestinTrends,"<p>Relax by the poolside or on your patio under the stars with our charming set of two Outdoor Patio HDPE Deep Seating club chairs. lounge back in bliss with the deep inclined seat rest and the slanted backrest that offers a relaxing design. our outdoor club chairs are a perfect blend of comfort and design with the durable and thick HDPE material that ensures a stable design. turn your backyard into an oasis with these patio sofa chairs this season.<p><strong>Features</strong><ul><li>Set Includes: two (2) patio club chairs<li>Constructed from robust and environmentally friendly HDPE material<li>Weather resistant to protect against the harsh outdoor elements<li>Fade and UV resistant to protect against the sun<li>Inclined Seat Rest allows you to Slide into Comfort<li>24"" Wide Seat Rest for Plenty of Leg Room<li>Durable and Sturdy Construction with Strong Legs and Thick HDPE Slats</ul><p><strong>Details: </strong><ul><li>Product Type: Patio Chairs<li>Dimensions: 29.25"" W x 35.75"" D x 32.75"" H<li>Weight: 56.75 Lbs.<li>Seat Width: 24.5""<li>Seat Depth: 24.5""<li>Weight Capacity: 330 Lbs.</ul>",HDPE (High-Density Polyethylene),Solid,Set Includes: two (2) patio club chairs,Constructed from robust and environmentally friendly HDPE material,Weather resistant to protect against the harsh outdoor elements,Fade and UV resistant to protect against the sun,Inclined Seat Rest allows you to Slide into Comfort,China,imported,"Adult Assembly Required, Tools Provided",,HDPE (High-Density Polyethylene),All Ages,Arm Chairs,2,2,24.5,11.5,24.5,FULL,Patio Accent Chairs,30 Day Limited Warranty,,Loose Seat and Back Cushions,Fixed Arms,,2,35.75,32.75,24.5,Patio Arm Chair,113.5,29.25,,,,Solid,,,,,,24,,,Spot or Wipe Clean,,,35.75,29.25,113.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,All-Weather Design,,,,,,,size,color
variant-1760,WestinTrends Avalon Outdoor Patio HDPE Loveseat Sofa with Patio Cushions,WestinTrends,"<p>Relax by the poolside or on your patio under the stars with our charming Outdoor Patio HDPE Deep Seating Loveseat. lounge back in bliss with the deep inclined seat rest and the slanted backrest that offers a relaxing design. our outdoor patio loveseat is a perfect blend of comfort and design with the durable and thick HDPE material that ensures a stable design. turn your backyard into an oasis with this patio sofa chair this season.<p><strong>Features</strong><ul><li>Constructed from robust and environmentally friendly HDPE material<li>Weather resistant to protect against the harsh outdoor elements<li>Fade and UV resistant to protect against the sun<li>Inclined Seat Rest allows you to Slide into Comfort<li>High Titled Backrest to Lean Back into Comfort<li>48"" Wide Seat Rest for Plenty of Leg Room when combined</ul><p><strong>Details: </strong><ul><li>Product Type: Outdoor Seating & Patio Chairs</ul><ul><p><strong>Deep LAF Seat</strong><li>Dimensions: 26.75"" W x 35.75"" D x 32.75"" H<li>Weight: 50.5 Lbs.<li>Seat Width: 24.5""<li>Seat Depth: 24.5""<li>Weight Capacity: 330 Lbs.</ul><ul><p><strong>Deep RAF Seat</strong><li>Dimensions: 26.75"" W x 35.75"" D x 32.75"" H<li>Weight: 50.5 Lbs.<li>Seat Width: 24.5""<li>Seat Depth: 24.5""<li>Weight Capacity: 330 Lbs.</ul>",HDPE (High-Density Polyethylene),Solid,Constructed from robust and environmentally friendly HDPE material,Weather resistant to protect against the harsh outdoor elements,Fade and UV resistant to protect against the sun,Inclined Seat Rest allows you to Slide into Comfort,High Titled Backrest to Lean Back into Comfort,China,imported,"Adult Assembly Required, Tools Provided",,HDPE (High-Density Polyethylene),All Ages,Arm Chairs,2,2,24.5,11.5,24.5,FULL,Patio Accent Chairs,30 Day Limited Warranty,,Loose Seat and Back Cushions,Fixed Arms,,2,35.75,32.75,24.5,Patio Arm Chair,101,26.75,,,,Solid,,,,,,24,,,Spot or Wipe Clean,,,35.75,26.75,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,All-Weather Design,,,,,,,size,color
variant-1765,WestinTrends Avalon Outdoor Modern HDPE Patio Club Chairs with Deep Seat Cushions (Set of 2),WestinTrends,"<p>Relax by the poolside or on your patio under the stars with our charming set of two Modern Outdoor Club Chairs with Deep Seating Cushions. lounge back in bliss with the deep inclined seat rest and the slanted backrest that offers a relaxing design. our outdoor club armchair is a perfect blend of comfort and design with the durable and thick HDPE material that ensures a stable design. turn your backyard into an oasis with this patio sofa chair this season.</p>
<p><strong>Features</strong></p>
<ul>
  <li>Set Includes: Two (2) patio club chair, Two (2) deep seat back cushion, and Two (2) deep seat rest cushion</li>
  <li>Constructed from robust and environmentally friendly HDPE material</li>
  <li>Weather resistant to protect against the harsh outdoor elements</li>
  <li>Fade and UV resistant to protect against the sun</li>
  <li>Inclined seat rest allows you to slide into comfort</li>
  <li>Water repellent patio cushions that allows water to bead off</li>
</ul>
<p><strong>Details:</strong></p>
<ul>
  <li>Product Type: Outdoor Seating &amp; Patio Chairs</li>
</ul>
<p><strong>Chair</strong></p>
<ul>
  <li>Weight: 56.75 Lbs.</li>
  <li>Seat Width: 24.5""</li>
  <li>Seat Depth: 24.5""</li>
  <li>Weight Capacity: 330 Lbs.</li>
</ul>
<p><strong>Seat Cushion</strong></p>
<ul>
  <li>Dimensions: 29.25"" W x 35.75"" D x 32.75"" H</li>
  <li>Weight: 56.75 Lbs.</li>
</ul>
<p><strong>Back Cushion</strong></p>
<ul>
  <li>Dimensions: 29.25"" W x 35.75"" D x 32.75"" H</li>
  <li>Weight: 56.75 Lbs.</li>
</ul>",HDPE (High-Density Polyethylene),Solid,"Set Includes: Two (2) patio club chair, Two (2) deep seat back cushion, and Two (2) deep seat rest cushion",Constructed from robust and environmentally friendly HDPE material,Weather resistant to protect against the harsh outdoor elements,Fade and UV resistant to protect against the sun,Inclined seat rest allows you to slide into comfort,China,imported,"Adult Assembly Required, Tools Provided",,HDPE (High-Density Polyethylene),All Ages,Arm Chairs,2,2,24.5,11.5,24.5,FULL,Patio Accent Chairs,30 Day Limited Warranty,,Loose Seat and Back Cushions,Fixed Arms,,2,25,21,24.5,Patio Arm Chair,128,29,,,,Solid,,,,,,24,,,Spot or Wipe Clean,,,35.75,29,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,All-Weather Design,,,,,,,size,color
variant-1770,WestinTrends Alexandria Mid-Century Modern Faux Shearling Swivel Barrel Accent Chair,WestinTrends,"<p>Indulge in the luxurious comfort of our barrel swivel chair. Its curved silhouette and 360° swivel function add a touch of sophistication to your living space. Wrapped in plush, soft teddy fabric upholstery, this round arm and round headrest accent chair exudes a sense of refinement. Crafted with a sturdy plywood frame, sinuous springs, and elastic bands, and filled with high-density foam, this chair is built to last. The swivel round base features a warm, wood-like teak pattern, adding a touch of elegance while maintaining a robust metal construction.<p><strong>Features</strong><ul><li>Upholstered with a Soft Faux-Shearling Fabric<li>Durable and Solid Wood Frame for added Durability<li>360 Degree Swivel Base allows you to Rotate in all Directions<li>Soft Foam Filled Cushion with a S-Spring Coils to help prevent sagging<li>Durable Metal Swivel Base that can hold up to 300 Pounds.<li>Protective Felt Pads for added Protection and to Prevent Damage to your Floors<li>Simple to Assemble Swivel Chair with just 3 Steps</ul><p><strong>Details: </strong><ul><li>Product Type: Accent Chairs<li>Dimensions: 29"" W x 28"" D x 32"" H<li>Weight: 46.5 Lbs.<li>Seat Width: 20""<li>Seat Depth: 21.25""<li>Weight Capacity: 300 Lbs.</ul>",,Solid,Upholstered with a Soft Faux-Shearling Fabric,Durable and Solid Wood Frame for added Durability,360 Degree Swivel Base allows you to Rotate in all Directions,Soft Foam Filled Cushion with a S-Spring Coils to help prevent sagging,Durable Metal Swivel Base that can hold up to 300 Pounds.,,imported,"Adult Assembly Required, Tools Provided",,Wood Composite,All Ages,Barrel Chairs,1,1,21.25,17,20,FULL,Accent Chairs,30 Day Limited Warranty,,,,,,,,,,,,,,Faux Shearling,Solid,17,Upholstered,,,,,,,Spot or Wipe Clean,,,28,29,46.5,,,,,,Polyurethane Foam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,19,,size,color
variant-1775,WestinTrends Alexandria Mid-Century Modern Faux Shearling Swivel Barrel Accent Chair (Set of 2),WestinTrends,"<p>Indulge in the luxurious comfort with our set of two Faux Shearling barrel swivel chairs. Its curved silhouette and 360° swivel function add a touch of sophistication to your living space. Wrapped in plush, soft teddy fabric upholstery, this round arm and round headrest accent chair exudes a sense of refinement. Crafted with a sturdy plywood frame, sinuous springs, and elastic bands, and filled with high-density foam, this chair is built to last. The swivel round base features a warm, wood-like teak pattern, adding a touch of elegance while maintaining a robust metal construction.<p><strong>Features</strong><ul><li>Set of Two Swivel Barrel Chairs<li>Upholstered with a Soft Faux-Shearling Fabric<li>Durable and Solid Wood Frame for added Durability<li>360 Degree Swivel Base allows you to Rotate in all Directions<li>Soft Foam Filled Cushion with a S-Spring Coils to help prevent sagging<li>Durable Metal Swivel Base that can hold up to 300 Pounds.<li>Protective Felt Pads for added Protection and to Prevent Damage to your Floors</ul><p><strong>Details: </strong><ul><li>Product Type: Accent Chairs<li>Dimensions: 29"" W x 28"" D x 32"" H<li>Weight: 46.5 Lbs.<li>Seat Width: 20""<li>Seat Depth: 21.25""<li>Weight Capacity: 300 Lbs.</ul>",,Solid,Set of Two Swivel Barrel Chairs,Upholstered with a Soft Faux Shearling Fabric,Durable and Solid Wood Frame for added Durability,360 Degree Swivel Base allows you to Rotate in all Directions,Soft Foam Filled Cushion with a S-Spring Coils to help prevent sagging,,imported,"Adult Assembly Required, Tools Provided",,Wood Composite,All Ages,Barrel Chairs,2,2,19,19,23,FULL,Accent Chairs,30 Day Limited Warranty,,,,,,,,,,,,,,Faux Shearling,Solid,14,Upholstered,,,,,,,Spot or Wipe Clean,,,27,25,93,,,,,,Polyurethane Foam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,25,,size,color
variant-1777,WestinTrends Alexandria Mid-Century Modern Faux Shearling Swivel Barrel Accent Chair With Storage Ottoman,WestinTrends,"<p>Indulge in the luxurious comfort of our barrel swivel chair and ottoman. Its curved silhouette and 360° swivel function, along with the Shearling ottoman's charming tufted upholstery, add a touch of sophistication to your living space. Wrapped in plush, soft teddy fabric upholstery, this round arm and round headrest accent chair exude a sense of refinement. Crafted with a sturdy plywood frame, s-springs, and high-density foam, this chair is built to last. Perfect to be a living room chair with an ottoman that can be used as a footstool for those long days.<p><strong>Features</strong><ul><li>Set Includes: One (1) Barrel Accent Chair, One (1) Storage Ottoman<li>Barrel Chair and Ottoman Upholstered with a Soft Faux-Shearling Fabric<li>Barrel Chair is Crafted with a Durable and Solid Rubberwood Frame for added Durability and the Ottoman is Constructed with a Solid Plywood Material that Can Withstand Up To 300lbs<li>360 Degree Swivel Base Forged with a Durable Iron Metal that allows you to Rotate in all Directions and Can Hold Up to 300lbs<li>Soft High-Density Foam Filled Cushion with S-Spring Coils to Help Prevent Cushion Sag with Ottoman Wrapped All Around with High-Density Foam<li>Ottoman Inner Storage Dimensions: 12"" D x 12"" W x 11.5"" H<li>Simple to Assemble Swivel Chair with just 3 Steps and Ottoman that Requires No Assembly</ul><p><strong>Details: </strong><ul><li>Product Type: Accent Chairs</ul><ul><p><strong>Chair</strong><li>Weight: 46.5 Lbs.<li>Seat Width: 20""<li>Seat Depth: 21.25""<li>Weight Capacity: 300 Lbs.</ul><ul><p><strong>Ottoman</strong><li>Dimensions: 29"" W x 28"" D x 32"" H<li>Storage Space Height: 11.5""<li>Weight Capacity: 300 Lbs.</ul>",,Solid,"Set Includes: One (1) Barrel Accent Chair, One (1) Storage Ottoman",Barrel Chair and Ottoman Upholstered with a Soft Faux Shearling Fabric,Barrel Chair is Crafted with a Durable and Solid Rubberwood Frame for added Durability and the Ottoman is Constructed with a Solid Plywood Material that Can Withstand Up To 300lbs,360 Degree Swivel Base Forged with a Durable Iron Metal that allows you to Rotate in all Directions and Can Hold Up to 300lbs,Soft High-Density Foam Filled Cushion with S-Spring Coils to Help Prevent Cushion Sag with Ottoman Wrapped All Around with High-Density Foam,,imported,"Adult Assembly Required, Tools Provided",,Wood Composite,All Ages,Chair and Ottoman Sets,1,2,21.25,17,20,FULL,Accent Chairs,30 Day Limited Warranty,,,,,,,,,,,,,,Faux Shearling,Solid,17,Upholstered,,,,,,,Spot or Wipe Clean,,,28,29,57,,,,,,Polyurethane Foam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,19,,size,color
