sku,fields.weight.value,fields.package_height,fields.package_width,fields.package_length,fields.height.value,fields.width.value,fields.length.value,fields.package_weight,fields.abn_size,fields.target_color,fields.target_sku,fields.frame_color,fields.color,fields.size
OP3004-DB-TAG,188.0,44.0,188.0,29.5,29.5,43.0,43.0,44.5,,Brown,WWT01704,,Dark Brown,
OP3004-DG-TAG,188.0,44.0,188.0,29.5,29.5,43.0,43.0,44.5,,Green,WWT01705,,Dark Green,
OP3004-GY-TAG,188.0,44.0,188.0,29.5,29.5,43.0,43.0,44.5,,Gray,WWT01706,,Gray,
OP3004-NB-TAG,188.0,44.0,188.0,29.5,29.5,43.0,43.0,44.5,,Blue,WWT01707,,Navy Blue,
OP3004-SD-TAG,188.0,44.0,188.0,29.5,29.5,43.0,43.0,44.5,,,WWT01708,,Sand,
OP3004-TK-TAG,188.0,44.0,188.0,29.5,29.5,43.0,43.0,44.5,,Blue,WWT01709,beige,Teak,
OP3004-TQ-TAG,188.0,44.0,188.0,29.5,29.5,43.0,43.0,44.5,,Blue,WWT01710,,Turquoise,
OP3004-WH-TAG,188.0,44.0,188.0,29.5,29.5,43.0,43.0,44.5,,White,WWT01711,,White,
OP3004-WW-TAG,188.0,44.0,188.0,29.5,29.5,43.0,43.0,44.5,,Brown,WWT01712,,Weathered Wood,
OP3011-BK-TAG,225.0,44.0,225.0,29.5,29.5,43.0,43.0,44.5,,Black,WWT02180,,Black,
OP3011-DB-TAG,225.0,44.0,225.0,29.5,29.5,43.0,43.0,44.5,,Brown,WWT02181,,Dark Brown,
OP3011-DG-TAG,225.0,44.0,225.0,29.5,29.5,43.0,43.0,44.5,,Green,WWT02182,,Dark Green,
OP3011-GY-TAG,225.0,44.0,225.0,29.5,29.5,43.0,43.0,44.5,,Gray,WWT02183,,Gray,
OP3011-NB-TAG,225.0,44.0,225.0,29.5,29.5,43.0,43.0,44.5,,Blue,WWT02184,,Navy Blue,
OP3011-SD-TAG,225.0,44.0,225.0,29.5,29.5,43.0,43.0,44.5,,,WWT02185,,Sand,
OP3011-TK-TAG,225.0,44.0,225.0,29.5,29.5,43.0,43.0,44.5,,Blue,WWT02186,beige,Teak,
OP3011-TQ-TAG,225.0,44.0,225.0,29.5,29.5,43.0,43.0,44.5,,Blue,WWT02187,,Turquoise,
OP3011-WH-TAG,225.0,44.0,225.0,29.5,29.5,43.0,43.0,44.5,,White,WWT02188,,White,
OP3011-WW-TAG,225.0,44.0,225.0,29.5,29.5,43.0,43.0,44.5,,Brown,WWT02189,,Weathered Wood,
OP3015-BK-TAG,232.0,44.0,232.0,29.5,29.5,43.0,43.0,44.5,,Black,WWT02220,,Black,
OP3015-DB-TAG,232.0,44.0,232.0,29.5,29.5,43.0,43.0,44.5,,Brown,WWT02221,,Dark Brown,
OP3015-DG-TAG,232.0,44.0,232.0,29.5,29.5,43.0,43.0,44.5,,Green,WWT02222,,Dark Green,
OP3015-GY-TAG,232.0,44.0,232.0,29.5,29.5,43.0,43.0,44.5,,Gray,WWT02223,,Gray,
OP3015-NB-TAG,232.0,44.0,232.0,29.5,29.5,43.0,43.0,44.5,,Blue,WWT02224,,Navy Blue,
OP3015-SD-TAG,232.0,44.0,232.0,29.5,29.5,43.0,43.0,44.5,,,WWT02225,,Sand,
OP3015-TK-TAG,232.0,44.0,232.0,29.5,29.5,43.0,43.0,44.5,,Blue,WWT02226,beige,Teak,
OP3015-TQ-TAG,232.0,44.0,232.0,29.5,29.5,43.0,43.0,44.5,,Blue,WWT02227,,Turquoise,
OP3015-WH-TAG,232.0,44.0,232.0,29.5,29.5,43.0,43.0,44.5,,White,WWT02228,,White,
OP3015-WW-TAG,232.0,44.0,232.0,29.5,29.5,43.0,43.0,44.5,,Brown,WWT02229,,Weathered Wood,
OP3019-BK-TAG,224.0,44.0,224.0,29.5,29.5,43.0,43.0,44.5,,Black,WWT02260,,Black,
OP3019-DB-TAG,224.0,44.0,224.0,29.5,29.5,43.0,43.0,44.5,,Brown,WWT02261,,Dark Brown,
OP3019-DG-TAG,224.0,44.0,224.0,29.5,29.5,43.0,43.0,44.5,,Green,WWT02262,,Dark Green,
OP3019-GY-TAG,224.0,44.0,224.0,29.5,29.5,43.0,43.0,44.5,,Gray,WWT02263,,Gray,
OP3019-NB-TAG,224.0,44.0,224.0,29.5,29.5,43.0,43.0,44.5,,Blue,WWT02264,,Navy Blue,
OP3019-SD-TAG,224.0,44.0,224.0,29.5,29.5,43.0,43.0,44.5,,,WWT02265,,Sand,
OP3019-TK-TAG,224.0,44.0,224.0,29.5,29.5,43.0,43.0,44.5,,Blue,WWT02266,beige,Teak,
OP3019-TQ-TAG,224.0,44.0,224.0,29.5,29.5,43.0,43.0,44.5,,Blue,WWT02267,,Turquoise,
OP3019-WH-TAG,224.0,44.0,224.0,29.5,29.5,43.0,43.0,44.5,,White,WWT02268,,White,
OP3019-WW-TAG,224.0,44.0,224.0,29.5,29.5,43.0,43.0,44.5,,Brown,WWT02269,,Weathered Wood,
OP5002-BK-5-TAG,205.0,21.0,,37.8,21.0,36.0,6.0,6.5,,Black,WWT01385,,Black,
OP5002-DB-5-TAG,205.0,21.0,,37.8,21.0,36.0,6.0,6.5,,Brown,WWT01387,,Dark Brown,
OP5002-DG-5-TAG,205.0,21.0,,37.8,21.0,36.0,6.0,6.5,,Green,WWT01388,,Dark Green,
OP5002-GY-5-TAG,205.0,21.0,,37.8,21.0,36.0,6.0,6.5,,Gray,WWT01389,,Gray,
OP5002-LM-5-TAG,205.0,21.0,,37.8,21.0,36.0,6.0,6.5,,Yellow,WWT01390,,Lime,
OP5002-NB-5-TAG,205.0,21.0,,37.8,21.0,36.0,6.0,6.5,,Blue,WWT01392,,Navy Blue,
OP5002-OR-5-TAG,205.0,21.0,,37.8,21.0,36.0,6.0,6.5,,Orange,WWT01393,,Orange,
OP5002-PB-5-TAG,205.0,21.0,,37.8,21.0,36.0,6.0,6.5,,Blue,WWT01394,,Pacific Blue,
OP5002-RD-5-TAG,205.0,21.0,,37.8,21.0,36.0,6.0,6.5,,Red,WWT01395,,Red,
OP5002-SD-5-TAG,205.0,21.0,,37.8,21.0,36.0,6.0,6.5,,,WWT01396,,Sand,
OP5002-TK-5-TAG,205.0,21.0,,37.8,21.0,36.0,6.0,6.5,,Blue,WWT01397,beige,Teak,
OP5002-TQ-5-TAG,205.0,21.0,,37.8,21.0,36.0,6.0,6.5,,Blue,WWT01398,,Turquoise,
OP5002-WH-5-TAG,205.0,21.0,,37.8,21.0,36.0,6.0,6.5,,White,WWT01399,,White,
OP5002-WW-5-TAG,205.0,21.0,,37.8,21.0,36.0,6.0,6.5,,Brown,WWT01400,,Weathered Wood,
OP3006-BK-TAG,296.5,72.0,296.5,29.5,29.5,43.0,43.0,38.5,,Black,WWT01723,,Black,
OP3006-DB-TAG,296.5,72.0,296.5,29.5,29.5,43.0,43.0,38.5,,Brown,WWT01724,,Dark Brown,
OP3006-DG-TAG,296.5,72.0,296.5,29.5,29.5,43.0,43.0,38.5,,Green,WWT01725,,Dark Green,
OP3006-GY-TAG,296.5,72.0,296.5,29.5,29.5,43.0,43.0,38.5,,Gray,WWT01726,,Gray,
OP3006-NB-TAG,296.5,72.0,296.5,29.5,29.5,43.0,43.0,38.5,,Blue,WWT01727,,Navy Blue,
OP3006-SD-TAG,296.5,72.0,296.5,29.5,29.5,43.0,43.0,38.5,,,WWT01728,,Sand,
OP3006-TK-TAG,296.5,72.0,296.5,29.5,29.5,43.0,43.0,38.5,,Blue,WWT01729,beige,Teak,
OP3006-TQ-TAG,296.5,72.0,296.5,29.5,29.5,43.0,43.0,38.5,,Blue,WWT01730,,Turquoise,
OP3006-WH-TAG,296.5,72.0,296.5,29.5,29.5,43.0,43.0,38.5,,White,WWT01731,,White,
OP3006-WW-TAG,296.5,72.0,296.5,29.5,29.5,43.0,43.0,38.5,,Brown,WWT01732,,Weathered Wood,
OP3005-BK-TAG,276.5,72.0,276.5,29.5,29.5,43.0,43.0,38.5,,Black,WWT01713,,Black,
OP3005-DB-TAG,276.5,72.0,276.5,29.5,29.5,43.0,43.0,38.5,,Brown,WWT01714,,Dark Brown,
OP3005-DG-TAG,276.5,72.0,276.5,29.5,29.5,43.0,43.0,38.5,,Green,WWT01715,,Dark Green,
OP3005-GY-TAG,276.5,72.0,276.5,29.5,29.5,43.0,43.0,38.5,,Gray,WWT01716,,Gray,
OP3005-NB-TAG,276.5,72.0,276.5,29.5,29.5,43.0,43.0,38.5,,Blue,WWT01717,,Navy Blue,
OP3005-SD-TAG,276.5,72.0,276.5,29.5,29.5,43.0,43.0,38.5,,,WWT01718,,Sand,
OP3005-TK-TAG,276.5,72.0,276.5,29.5,29.5,43.0,43.0,38.5,,Blue,WWT01719,beige,Teak,
OP3005-TQ-TAG,276.5,72.0,276.5,29.5,29.5,43.0,43.0,38.5,,Blue,WWT01720,,Turquoise,
OP3005-WH-TAG,276.5,72.0,276.5,29.5,29.5,43.0,43.0,38.5,,White,WWT01721,,White,
OP3005-WW-TAG,276.5,72.0,276.5,29.5,29.5,43.0,43.0,38.5,,Brown,WWT01722,,Weathered Wood,
OP3012-BK-TAG,314.0,72.0,314.0,29.5,29.5,37.0,71.0,38.5,,Black,WWT02190,,Black,
OP3016-TK-TAG,320.0,72.0,320.0,29.5,29.5,37.0,71.0,38.5,,Blue,WWT02236,beige,Teak,
OP3020-WH-TAG,312.0,72.0,312.0,29.5,29.5,37.0,71.0,38.5,,White,WWT02278,,White,
OP3020-TQ-TAG,312.0,72.0,312.0,29.5,29.5,37.0,71.0,38.5,,Blue,WWT02277,,Turquoise,
OP3020-TK-TAG,312.0,72.0,312.0,29.5,29.5,37.0,71.0,38.5,,Blue,WWT02276,beige,Teak,
OP3020-SD-TAG,312.0,72.0,312.0,29.5,29.5,37.0,71.0,38.5,,,WWT02275,,Sand,
OP3020-NB-TAG,312.0,72.0,312.0,29.5,29.5,37.0,71.0,38.5,,Blue,WWT02274,,Navy Blue,
OP3020-GY-TAG,312.0,72.0,312.0,29.5,29.5,37.0,71.0,38.5,,Gray,WWT02273,,Gray,
OP3020-DG-TAG,312.0,72.0,312.0,29.5,29.5,37.0,71.0,38.5,,Green,WWT02272,,Dark Green,
OP3020-DB-TAG,312.0,72.0,312.0,29.5,29.5,37.0,71.0,38.5,,Brown,WWT02271,,Dark Brown,
OP3020-BK-TAG,312.0,72.0,312.0,29.5,29.5,37.0,71.0,38.5,,Black,WWT02270,,Black,
OP3016-WW-TAG,320.0,72.0,320.0,29.5,29.5,37.0,71.0,38.5,,Brown,WWT02239,,Weathered Wood,
OP3016-WH-TAG,320.0,72.0,320.0,29.5,29.5,37.0,71.0,38.5,,White,WWT02238,,White,
OP3016-TQ-TAG,320.0,72.0,320.0,29.5,29.5,37.0,71.0,38.5,,Blue,WWT02237,,Turquoise,
OP3016-SD-TAG,320.0,72.0,320.0,29.5,29.5,37.0,71.0,38.5,,,WWT02235,,Sand,
OP3012-DB-TAG,314.0,72.0,314.0,29.5,29.5,37.0,71.0,38.5,,Brown,WWT02191,,Dark Brown,
OP3016-NB-TAG,320.0,72.0,320.0,29.5,29.5,37.0,71.0,38.5,,Blue,WWT02234,,Navy Blue,
OP3016-GY-TAG,320.0,72.0,320.0,29.5,29.5,37.0,71.0,38.5,,Gray,WWT02233,,Gray,
OP3016-DG-TAG,320.0,72.0,320.0,29.5,29.5,37.0,71.0,38.5,,Green,WWT02232,,Dark Green,
OP3012-WW-TAG,314.0,72.0,314.0,29.5,29.5,37.0,71.0,38.5,,Brown,WWT02199,,Weathered Wood,
OP3016-BK-TAG,320.0,72.0,320.0,29.5,29.5,37.0,71.0,38.5,,Black,WWT02230,,Black,
OP3012-TK-TAG,314.0,72.0,314.0,29.5,29.5,37.0,71.0,38.5,,Blue,WWT02196,beige,Teak,
OP3012-WH-TAG,314.0,72.0,314.0,29.5,29.5,37.0,71.0,38.5,,White,WWT02198,,White,
OP3012-TQ-TAG,314.0,72.0,314.0,29.5,29.5,37.0,71.0,38.5,,Blue,WWT02197,,Turquoise,
OP3012-SD-TAG,314.0,72.0,314.0,29.5,29.5,37.0,71.0,38.5,,,WWT02195,,Sand,
OP3012-NB-TAG,314.0,72.0,314.0,29.5,29.5,37.0,71.0,38.5,,Blue,WWT02194,,Navy Blue,
OP3012-GY-TAG,314.0,72.0,314.0,29.5,29.5,37.0,71.0,38.5,,Gray,WWT02193,,Gray,
OP3012-DG-TAG,314.0,72.0,314.0,29.5,29.5,37.0,71.0,38.5,,Green,WWT02192,,Dark Green,
OP3016-DB-TAG,320.0,72.0,320.0,29.5,29.5,37.0,71.0,38.5,,Brown,WWT02231,,Dark Brown,
OP3020-WW-TAG,312.0,72.0,312.0,29.5,29.5,37.0,71.0,38.5,,Brown,WWT02279,,Weathered Wood,
OP3007-BK-TAG,318.5,72.0,318.5,29.5,29.5,43.0,43.0,38.5,,Black,WWT01733,,Black,
OP3007-DB-TAG,318.5,72.0,318.5,29.5,29.5,43.0,43.0,38.5,,Brown,WWT01734,,Dark Brown,
OP3007-DG-TAG,318.5,72.0,318.5,29.5,29.5,43.0,43.0,38.5,,Green,WWT01735,,Dark Green,
OP3007-GY-TAG,318.5,72.0,318.5,29.5,29.5,43.0,43.0,38.5,,Gray,WWT01736,,Gray,
OP3007-NB-TAG,318.5,72.0,318.5,29.5,29.5,43.0,43.0,38.5,,Blue,WWT01737,,Navy Blue,
OP3007-SD-TAG,318.5,72.0,318.5,29.5,29.5,43.0,43.0,38.5,,,WWT01738,,Sand,
OP3007-TK-TAG,318.5,72.0,318.5,29.5,29.5,43.0,43.0,38.5,,Blue,WWT01739,beige,Teak,
OP3007-TQ-TAG,318.5,72.0,318.5,29.5,29.5,43.0,43.0,38.5,,Blue,WWT01740,,Turquoise,
OP3007-WH-TAG,318.5,72.0,318.5,29.5,29.5,43.0,43.0,38.5,,White,WWT01741,,White,
OP3007-WW-TAG,318.5,72.0,318.5,29.5,29.5,43.0,43.0,38.5,,Brown,WWT01742,,Weathered Wood,
OP3008-BK-TAG,288.5,72.0,288.5,29.5,29.5,43.0,43.0,38.5,,Black,WWT01743,,Black,
OP3008-DB-TAG,288.5,72.0,288.5,29.5,29.5,43.0,43.0,38.5,,Brown,WWT01744,,Dark Brown,
OP3008-DG-TAG,288.5,72.0,288.5,29.5,29.5,43.0,43.0,38.5,,Green,WWT01745,,Dark Green,
OP3008-GY-TAG,288.5,72.0,288.5,29.5,29.5,43.0,43.0,38.5,,Gray,WWT01746,,Gray,
OP3008-NB-TAG,288.5,72.0,288.5,29.5,29.5,43.0,43.0,38.5,,Blue,WWT01747,,Navy Blue,
OP3008-SD-TAG,288.5,72.0,288.5,29.5,29.5,43.0,43.0,38.5,,,WWT01748,,Sand,
OP3008-TK-TAG,288.5,72.0,288.5,29.5,29.5,43.0,43.0,38.5,,Blue,WWT01749,beige,Teak,
OP3008-TQ-TAG,288.5,72.0,288.5,29.5,29.5,43.0,43.0,38.5,,Blue,WWT01750,,Turquoise,
OP3008-WH-TAG,288.5,72.0,288.5,29.5,29.5,43.0,43.0,38.5,,White,WWT01751,,White,
OP3008-WW-TAG,288.5,72.0,288.5,29.5,29.5,43.0,43.0,38.5,,Brown,WWT01752,,Weathered Wood,
OP3013-BK-TAG,345.0,72.0,345.0,29.5,29.5,37.0,71.0,38.5,,Black,WWT02200,,Black,
OP3021-DB-TAG,342.0,72.0,342.0,29.5,29.5,37.0,71.0,38.5,,Brown,WWT02281,,Dark Brown,
OP3021-WH-TAG,342.0,72.0,342.0,29.5,29.5,37.0,71.0,38.5,,White,WWT02288,,White,
OP3021-TQ-TAG,342.0,72.0,342.0,29.5,29.5,37.0,71.0,38.5,,Blue,WWT02287,,Turquoise,
OP3021-TK-TAG,342.0,72.0,342.0,29.5,29.5,37.0,71.0,38.5,,Blue,WWT02286,beige,Teak,
OP3021-SD-TAG,342.0,72.0,342.0,29.5,29.5,37.0,71.0,38.5,,,WWT02285,,Sand,
OP3021-NB-TAG,342.0,72.0,342.0,29.5,29.5,37.0,71.0,38.5,,Blue,WWT02284,,Navy Blue,
OP3021-GY-TAG,342.0,72.0,342.0,29.5,29.5,37.0,71.0,38.5,,Gray,WWT02283,,Gray,
OP3021-DG-TAG,342.0,72.0,342.0,29.5,29.5,37.0,71.0,38.5,,Green,WWT02282,,Dark Green,
OP3013-WW-TAG,345.0,72.0,345.0,29.5,29.5,37.0,71.0,38.5,,Brown,WWT02209,,Weathered Wood,
OP3021-BK-TAG,342.0,72.0,342.0,29.5,29.5,37.0,71.0,38.5,,Black,WWT02280,,Black,
OP3013-DB-TAG,345.0,72.0,345.0,29.5,29.5,37.0,71.0,38.5,,Brown,WWT02201,,Dark Brown,
OP3013-WH-TAG,345.0,72.0,345.0,29.5,29.5,37.0,71.0,38.5,,White,WWT02208,,White,
OP3013-TQ-TAG,345.0,72.0,345.0,29.5,29.5,37.0,71.0,38.5,,Blue,WWT02207,,Turquoise,
OP3013-TK-TAG,345.0,72.0,345.0,29.5,29.5,37.0,71.0,38.5,,Blue,WWT02206,beige,Teak,
OP3013-SD-TAG,345.0,72.0,345.0,29.5,29.5,37.0,71.0,38.5,,,WWT02205,,Sand,
OP3013-NB-TAG,345.0,72.0,345.0,29.5,29.5,37.0,71.0,38.5,,Blue,WWT02204,,Navy Blue,
OP3013-GY-TAG,345.0,72.0,345.0,29.5,29.5,37.0,71.0,38.5,,Gray,WWT02203,,Gray,
OP3013-DG-TAG,345.0,72.0,345.0,29.5,29.5,37.0,71.0,38.5,,Green,WWT02202,,Dark Green,
OP3021-WW-TAG,342.0,72.0,342.0,29.5,29.5,37.0,71.0,38.5,,Brown,WWT02289,,Weathered Wood,
OP3017-BK-TAG,354.0,72.0,354.0,29.5,29.5,37.0,71.0,38.5,,Black,WWT02240,,Black,
OP3017-DB-TAG,354.0,72.0,354.0,29.5,29.5,37.0,71.0,38.5,,Brown,WWT02241,,Dark Brown,
OP3017-DG-TAG,354.0,72.0,354.0,29.5,29.5,37.0,71.0,38.5,,Green,WWT02242,,Dark Green,
OP3017-GY-TAG,354.0,72.0,354.0,29.5,29.5,37.0,71.0,38.5,,Gray,WWT02243,,Gray,
OP3017-NB-TAG,354.0,72.0,354.0,29.5,29.5,37.0,71.0,38.5,,Blue,WWT02244,,Navy Blue,
OP3017-SD-TAG,354.0,72.0,354.0,29.5,29.5,37.0,71.0,38.5,,,WWT02245,,Sand,
OP3017-TK-TAG,354.0,72.0,354.0,29.5,29.5,37.0,71.0,38.5,,Blue,WWT02246,beige,Teak,
OP3017-TQ-TAG,354.0,72.0,354.0,29.5,29.5,37.0,71.0,38.5,,Blue,WWT02247,,Turquoise,
OP3017-WH-TAG,354.0,72.0,354.0,29.5,29.5,37.0,71.0,38.5,,White,WWT02248,,White,
OP3017-WW-TAG,354.0,72.0,354.0,29.5,29.5,37.0,71.0,38.5,,Brown,WWT02249,,Weathered Wood,
2001-AC4-CS2-CT-WH-TAG,188.0,15.0,188.0,34.5,34.5,34.25,29.5,23.0,,White,WWT00116,,White,
2001-AC4-CS2-CT-OR-TAG,188.0,15.0,188.0,34.5,34.5,34.25,29.5,23.0,,Orange,WWT00117,,Orange,
2001-AC4-CS2-CT-BK-TAG,188.0,15.0,188.0,34.5,34.5,34.25,29.5,23.0,,Black,WWT00118,,Black,
2001-AC4-CS2-CT-DKGR-TAG,188.0,15.0,188.0,34.5,34.5,34.25,29.5,23.0,,Green,WWT00119,,Dark Green,
2001-AC4-CS2-CT-RD-TAG,188.0,15.0,188.0,34.5,34.5,34.25,29.5,23.0,,Red,WWT00120,,Red,
2001-AC4-CS2-CT-TQ-TAG,188.0,15.0,188.0,34.5,34.5,34.25,29.5,23.0,,Blue,WWT00121,,Turquoise,
2001-AC4-CS2-CT-NB-TAG,188.0,15.0,188.0,34.5,34.5,34.25,29.5,23.0,,Blue,WWT00122,,Navy Blue,
2001-AC4-CS2-CT-WW-TAG,188.0,15.0,188.0,34.5,34.5,34.25,29.5,23.0,,Brown,WWT00123,,Weathered Wood,
2001-AC4-CS2-CT-PB-TAG,188.0,15.0,188.0,34.5,34.5,34.25,29.5,23.0,,Blue,WWT00124,,Pacific Blue,
2001-AC4-CS2-CT-LM-TAG,188.0,15.0,188.0,34.5,34.5,34.25,29.5,23.0,,Yellow,WWT00125,,Lime,
2001-AC4-CS2-CT-GY-TAG,188.0,15.0,188.0,34.5,34.5,34.25,29.5,23.0,,Gray,WWT00126,,Gray,
2001-AC4-CS2-CT-DKBR-TAG,188.0,15.0,188.0,34.5,34.5,34.25,29.5,23.0,,Brown,WWT00127,,Dark Brown,
2001-AC4-CS2-CT-SD-TAG,188.0,15.0,188.0,34.5,34.5,34.25,29.5,23.0,,,WWT02799,,Sand,
2001-AC4-CS2-CT-TK-TAG,188.0,15.0,188.0,34.5,34.5,34.25,29.5,23.0,,Blue,WWT02800,beige,Teak,
OP125-BK-TAG,39.9,39.5,39.9,37.8,37.8,37.2,32.2,6.5,,Black,WWT02897,,Black,
OP125-CG-TAG,39.9,39.5,39.9,37.8,37.8,37.2,32.2,6.5,,Gray,WWT02898,,Charcoal Gray,
OP125-NB-TAG,39.9,39.5,39.9,37.8,37.8,37.2,32.2,6.5,,,WWT02899,,Navy,
OP125-TK-TAG,39.9,39.5,39.9,37.8,37.8,37.2,32.2,6.5,,Blue,WWT02900,beige,Teak,
OP125-TP-TAG,39.9,39.5,39.9,37.8,37.8,37.2,32.2,6.5,,,WWT02901,,Taupe,
OP125-WG-TAG,39.9,39.5,39.9,37.8,37.8,37.2,32.2,6.5,,Gray,WWT02902,,Weathered Gray,
OP125-WH-TAG,39.9,39.5,39.9,37.8,37.8,37.2,32.2,6.5,,White,WWT02903,,White,
OP5001-BK-TAG,42.9,20.5,42.9,41.7,41.7,33.9,25.2,4.0,,Black,WWT00846,Black,Black,
OP5001-DB-TAG,42.9,20.5,42.9,41.7,41.7,33.9,25.2,4.0,,Brown,WWT00847,Brown,Dark Brown,
OP5001-DG-TAG,42.9,20.5,42.9,41.7,41.7,33.9,25.2,4.0,,Green,WWT00848,Green,Dark Green,
OP5001-GY-TAG,42.9,20.5,42.9,41.7,41.7,33.9,25.2,4.0,,Gray,WWT00849,Gray,Gray,
OP5001-LM-TAG,42.9,20.5,42.9,41.7,41.7,33.9,25.2,4.0,,Yellow,WWT00850,Yellow,Lime,
OP5001-NB-TAG,42.9,20.5,42.9,41.7,41.7,33.9,25.2,4.0,,Blue,WWT00851,Blue,Navy Blue,
OP5001-OR-TAG,42.9,20.5,42.9,41.7,41.7,33.9,25.2,4.0,,Orange,WWT00852,Orange,Orange,
OP5001-PB-TAG,42.9,20.5,42.9,41.7,41.7,33.9,25.2,4.0,,Blue,WWT00853,Blue,Pacific Blue,
OP5001-RD-TAG,42.9,20.5,42.9,41.7,41.7,33.9,25.2,4.0,,Red,WWT00854,Red,Red,
OP5001-TQ-TAG,42.9,20.5,42.9,41.7,41.7,33.9,25.2,4.0,,Blue,WWT00855,Blue,Turquoise,
OP5001-WH-TAG,42.9,20.5,42.9,41.7,41.7,33.9,25.2,4.0,,White,WWT00856,White,White,
OP5001-WW-TAG,42.9,20.5,42.9,41.7,41.7,33.9,25.2,4.0,,Brown,WWT00857,Brown,Weathered Wood,
OP5001-BK2-TAG,42.9,43.5,42.9,41.7,41.7,33.9,25.2,20.5,,Black,WWT00858,Black,Black,
OP5001-DB2-TAG,42.9,43.5,42.9,41.7,41.7,33.9,25.2,20.5,,Brown,WWT00859,Brown,Dark Brown,
OP5001-DG2-TAG,42.9,43.5,42.9,41.7,41.7,33.9,25.2,20.5,,Green,WWT00860,Green,Dark Green,
OP5001-GY2-TAG,42.9,43.5,42.9,41.7,41.7,33.9,25.2,20.5,,Gray,WWT00861,Gray,Gray,
OP5001-LM2-TAG,42.9,43.5,42.9,41.7,41.7,33.9,25.2,20.5,,Yellow,WWT00862,Yellow,Lime,
OP5001-NB2-TAG,42.9,43.5,42.9,41.7,41.7,33.9,25.2,20.5,,Blue,WWT00863,Blue,Navy Blue,
OP5001-OR2-TAG,42.9,43.5,42.9,41.7,41.7,33.9,25.2,20.5,,Orange,WWT00864,Orange,Orange,
OP5001-PB2-TAG,42.9,43.5,42.9,41.7,41.7,33.9,25.2,20.5,,Blue,WWT00865,Blue,Pacific Blue,
OP5001-RD2-TAG,42.9,43.5,42.9,41.7,41.7,33.9,25.2,20.5,,Red,WWT00866,Red,Red,
OP5001-TQ2-TAG,42.9,43.5,42.9,41.7,41.7,33.9,25.2,20.5,,Blue,WWT00867,Blue,Turquoise,
OP5001-WH2-TAG,42.9,43.5,42.9,41.7,41.7,33.9,25.2,20.5,,White,WWT00868,White,White,
OP5001-WW2-TAG,42.9,43.5,42.9,41.7,41.7,33.9,25.2,20.5,,Brown,WWT00869,Brown,Weathered Wood,
OP5001-BK4-TAG,172.0,43.5,172.0,41.7,41.7,33.9,25.2,20.5,,Black,WWT01137,Black,Black,
OP5001-DB4-TAG,172.0,43.5,172.0,41.7,41.7,33.9,25.2,20.5,,Brown,WWT01138,Brown,Dark Brown,
OP5001-DG4-TAG,172.0,43.5,172.0,41.7,41.7,33.9,25.2,20.5,,Green,WWT01139,Green,Dark Green,
OP5001-GY4-TAG,172.0,43.5,172.0,41.7,41.7,33.9,25.2,20.5,,Gray,WWT01140,Gray,Gray,
OP5001-LM4-TAG,172.0,43.5,172.0,41.7,41.7,33.9,25.2,20.5,,Green,WWT01141,Green,Lime Green,
OP5001-NB4-TAG,172.0,43.5,172.0,41.7,41.7,33.9,25.2,20.5,,Blue,WWT01142,Blue,Navy Blue,
OP5001-OR4-TAG,172.0,43.5,172.0,41.7,41.7,33.9,25.2,20.5,,Orange,WWT01143,Orange,Orange,
OP5001-PB4-TAG,172.0,43.5,172.0,41.7,41.7,33.9,25.2,20.5,,Blue,WWT01144,Blue,Pacific Blue,
OP5001-RD4-TAG,172.0,43.5,172.0,41.7,41.7,33.9,25.2,20.5,,Red,WWT01145,Red,Red,
OP5001-TQ4-TAG,172.0,43.5,172.0,41.7,41.7,33.9,25.2,20.5,,Blue,WWT01146,Blue,Turquoise,
OP5001-WH4-TAG,172.0,43.5,172.0,41.7,41.7,33.9,25.2,20.5,,White,WWT01147,White,White,
OP5001-WW4-TAG,172.0,43.5,172.0,41.7,41.7,33.9,25.2,20.5,,Brown,WWT01148,Brown,Weathered Wood,
OP5002-ST-BK-TAG,53.0,21.0,18.0,37.8,37.8,34.3,29.5,6.5,,Black,WWT01369,Black,Black,
OP5002-ST-DB-TAG,53.0,21.0,18.0,37.8,19.0,36.0,6.0,6.5,,Brown,WWT01371,Brown,Dark Brown,
OP5002-ST-DG-TAG,53.0,21.0,18.0,37.8,37.8,34.3,29.5,6.5,,Green,WWT01372,Green,Dark Green,
OP5002-ST-GY-TAG,53.0,21.0,18.0,37.8,19.0,36.0,6.0,6.5,,Gray,WWT01373,Gray,Gray,
OP5002-ST-LM-TAG,53.0,21.0,18.0,37.8,19.0,36.0,6.0,6.5,,Yellow,WWT01374,Yellow,Lime,
OP5002-ST-NB-TAG,53.0,21.0,18.0,37.8,37.8,34.3,29.5,6.5,,Blue,WWT01376,Blue,Navy Blue,
OP5002-ST-OR-TAG,53.0,21.0,18.0,37.8,37.8,34.3,29.5,6.5,,Orange,WWT01377,Orange,Orange,
OP5002-ST-PB-TAG,53.0,21.0,18.0,37.8,19.0,36.0,6.0,6.5,,Blue,WWT01378,Blue,Pacific Blue,
OP5002-ST-RD-TAG,53.0,21.0,18.0,37.8,19.0,36.0,6.0,6.5,,Red,WWT01379,Red,Red,
OP5002-ST-SD-TAG,53.0,21.0,18.0,37.8,19.0,36.0,6.0,6.5,,,WWT01380,Beige,Sand,
