sku,fields.weight.value,fields.package_height,fields.package_width,fields.package_length,fields.height.value,fields.width.value,fields.length.value,fields.package_weight,fields.abn_size,fields.target_color,fields.target_sku,fields.frame_color,fields.color,fields.size
OP5002-DB-2-TAG,42.9,21.0,42.9,37.8,37.8,34.3,29.5,6.5,,Brown,WWT01323,Brown,Dark Brown,
OP5002-DG-2-TAG,42.9,21.0,42.9,37.8,37.8,34.3,29.5,6.5,,Green,WWT01324,Green,Dark Green,
OP5002-GY-2-TAG,42.9,21.0,42.9,37.8,37.8,34.3,29.5,6.5,,Gray,WWT01325,Gray,Gray,
OP5002-LM-2-TAG,42.9,21.0,42.9,37.8,37.8,34.3,29.5,6.5,,Yellow,WWT01326,Yellow,Lime,
OP5002-NB-2-TAG,42.9,21.0,42.9,37.8,37.8,34.3,29.5,6.5,,Blue,WWT01328,Blue,Navy Blue,
OP5002-OR-2-TAG,42.9,21.0,42.9,37.8,37.8,34.3,29.5,6.5,,Orange,WWT01329,Orange,Orange,
OP5002-PB-2-TAG,42.9,21.0,42.9,37.8,37.8,34.3,29.5,6.5,,Blue,WWT01330,Blue,Pacific Blue,
OP5002-RD-2-TAG,42.9,21.0,42.9,37.8,37.8,34.3,29.5,6.5,,Red,WWT01331,Red,Red,
OP5002-SD-2-TAG,42.9,21.0,42.9,37.8,37.8,34.3,29.5,6.5,,,WWT01332,Beige,Sand,
OP5002-TK-2-TAG,42.9,21.0,42.9,37.8,37.8,34.3,29.5,6.5,,Blue,WWT01333,beige,Teak,
OP5002-TQ-2-TAG,42.9,21.0,42.9,37.8,37.8,34.3,29.5,6.5,,Blue,WWT01334,Blue,Turquoise,
OP5002-WH-2-TAG,42.9,21.0,42.9,37.8,37.8,34.3,29.5,6.5,,White,WWT01335,White,White,
OP5002-WW-2-TAG,42.9,21.0,42.9,37.8,37.8,34.3,29.5,6.5,,Brown,WWT01336,Brown,Weathered Wood,
OP5002-BK-4-TAG,43.0,21.0,43.0,37.8,37.8,34.3,29.5,6.5,,Black,WWT01337,Black,Black,
OP5002-DB-4-TAG,43.0,21.0,43.0,37.8,37.8,34.3,29.5,6.5,,Brown,WWT01339,Brown,Dark Brown,
OP5002-DG-4-TAG,43.0,21.0,43.0,37.8,37.8,34.3,29.5,6.5,,Green,WWT01340,Green,Dark Green,
OP5002-GY-4-TAG,43.0,21.0,43.0,37.8,37.8,34.3,29.5,6.5,,Gray,WWT01341,Gray,Gray,
OP5002-LM-4-TAG,43.0,21.0,43.0,37.8,37.8,34.3,29.5,6.5,,Yellow,WWT01342,Yellow,Lime,
OP5002-NB-4-TAG,43.0,21.0,43.0,37.8,37.8,34.3,29.5,6.5,,Blue,WWT01344,Blue,Navy Blue,
OP5002-OR-4-TAG,43.0,21.0,43.0,37.8,37.8,34.3,29.5,6.5,,Orange,WWT01345,Orange,Orange,
OP5002-PB-4-TAG,43.0,21.0,43.0,37.8,37.8,34.3,29.5,6.5,,Blue,WWT01346,Blue,Pacific Blue,
OP5002-RD-4-TAG,43.0,21.0,43.0,37.8,37.8,34.3,29.5,6.5,,Red,WWT01347,Red,Red,
OP5002-SD-4-TAG,43.0,21.0,43.0,37.8,37.8,34.3,29.5,6.5,,,WWT01348,Beige,Sand,
OP5002-TK-4-TAG,43.0,21.0,43.0,37.8,37.8,34.3,29.5,6.5,,Blue,WWT01349,beige,Teak,
OP5002-TQ-4-TAG,43.0,21.0,43.0,37.8,37.8,34.3,29.5,6.5,,Blue,WWT01350,Blue,Turquoise,
OP5002-WH-4-TAG,43.0,21.0,43.0,37.8,37.8,34.3,29.5,6.5,,White,WWT01351,White,White,
OP5002-WW-4-TAG,43.0,21.0,43.0,37.8,37.8,34.3,29.5,6.5,,Brown,WWT01352,Brown,Weathered Wood,
2001-RC-BK4-TAG,38.5,35.0,38.5,35.0,35.0,33.3,29.5,21.0,,Black,WWT01175,Black,Black ,4pcs
2001-RC-DKBR4-TAG,38.5,35.0,38.5,35.0,35.0,33.3,29.5,21.0,,Brown,WWT01176,Brown,Dark Brown,4pcs
2001-RC-DKGR4-TAG,38.5,35.0,38.5,35.0,35.0,33.3,29.5,21.0,,Green,WWT01177,Green,Dark Green,4pcs
2001-RC-GY4-TAG,38.5,35.0,38.5,35.0,35.0,33.3,29.5,21.0,,Gray,WWT01178,Gray,Gray,4pcs
2001-RC-LM4-TAG,38.5,35.0,38.5,35.0,35.0,33.3,29.5,21.0,,Yellow,WWT01179,Yellow,Lime,4pcs
2001-RC-NB4-TAG,38.5,35.0,38.5,35.0,35.0,33.3,29.5,21.0,,Blue,WWT01180,Blue,Navy Blue,4pcs
2001-RC-OR4-TAG,38.5,35.0,38.5,35.0,35.0,33.3,29.5,21.0,,Orange,WWT01181,Orange,Orange,4pcs
2001-RC-PB4-TAG,38.5,35.0,38.5,35.0,35.0,33.3,29.5,21.0,,Blue,WWT01182,Blue,Pacific Blue,4pcs
2001-RC-RD4-TAG,38.5,35.0,38.5,35.0,35.0,33.3,29.5,21.0,,Red,WWT01183,Red,Red,4pcs
2001-RC-TQ4-TAG,38.5,35.0,38.5,35.0,35.0,33.3,29.5,21.0,,Blue,WWT01184,Blue,Turquoise,4pcs
2001-RC-WH4-TAG,38.5,35.0,38.5,35.0,35.0,33.3,29.5,21.0,,White,WWT01185,White,White,4pcs
2001-RC-WW4-TAG,38.5,35.0,38.5,35.0,35.0,33.3,29.5,21.0,,Brown,WWT01186,Brown,Weathered Wood,4pcs
2001-RC-SD4-TAG,38.5,35.0,38.5,35.0,35.0,33.3,29.5,21.0,,,WWT01187,Beige,Sand,4pcs
2001-RC-TK4-TAG,38.5,35.0,38.5,35.0,35.0,33.3,29.5,21.0,,Blue,WWT01188,beige,Teak,4pcs
2001-RC-WW-TAG,41.0,22.0,41.0,35.0,35.0,21.65,33.26,34.0,,Brown,WWT00163,Brown,Weathered Wood,1pcs
2001-RC-BK2-TAG,82.0,22.0,82.0,35.0,35.0,21.65,33.26,34.0,,Black,WWT00164,Black,Black ,2pcs
2001-RC-DKBR2-TAG,82.0,22.0,82.0,35.0,35.0,21.65,33.26,34.0,,Brown,WWT00165,Brown,Dark Brown,2pcs
2001-RC-DKGR2-TAG,82.0,22.0,82.0,35.0,35.0,21.65,33.26,34.0,,Green,WWT00166,Green,Dark Green,2pcs
2001-RC-GY2-TAG,82.0,22.0,82.0,35.0,35.0,21.65,33.26,34.0,,Gray,WWT00167,Gray,Gray,2pcs
2001-RC-LM2-TAG,82.0,22.0,82.0,35.0,35.0,21.65,33.26,34.0,,Yellow,WWT00168,Yellow,Lime,2pcs
2001-RC-NB2-TAG,82.0,22.0,82.0,35.0,35.0,21.65,33.26,34.0,,Blue,WWT00169,Blue,Navy Blue,2pcs
2001-RC-OR2-TAG,82.0,22.0,82.0,35.0,35.0,21.65,33.26,34.0,,Orange,WWT00170,Orange,Orange,2pcs
2001-RC-PB2-TAG,82.0,22.0,82.0,35.0,35.0,21.65,33.26,34.0,,Blue,WWT00171,Blue,Pacific Blue,2pcs
2001-RC-RD2-TAG,82.0,22.0,82.0,35.0,35.0,21.65,33.26,34.0,,Red,WWT00172,Red,Red,2pcs
2001-RC-TQ2-TAG,82.0,22.0,82.0,35.0,35.0,21.65,33.26,34.0,,Blue,WWT00173,Blue,Turquoise,2pcs
2001-RC-WH2-TAG,82.0,22.0,82.0,35.0,35.0,21.65,33.26,34.0,,White,WWT00174,White,White,2pcs
2001-RC-WW2-TAG,82.0,22.0,82.0,35.0,35.0,21.65,33.26,34.0,,Brown,WWT00175,Brown,Weathered Wood,2pcs
2001-RC-SD2-TAG,82.0,22.0,82.0,35.0,35.0,21.65,33.26,34.0,,,WWT01197,beige,Sand,2pcs
2001-RC-TK2-TAG,82.0,22.0,82.0,35.0,35.0,21.65,33.26,34.0,,Blue,WWT01198,beige,Teak,2pcs
2001-RC-BK-TAG,41.0,22.0,41.0,35.0,35.0,21.65,33.26,34.0,,Black,WWT00152,Black,Black ,1pc
2001-RC-DKBR-TAG,41.0,22.0,41.0,35.0,35.0,21.65,33.26,34.0,,Brown,WWT00153,Brown,Dark Brown,1pc
2001-RC-DKGR-TAG,41.0,22.0,41.0,35.0,35.0,21.65,33.26,34.0,,Green,WWT00154,Green,Dark Green,1pc
2001-RC-GY-TAG,41.0,22.0,41.0,35.0,35.0,21.65,33.26,34.0,,Gray,WWT00155,Gray,Gray,1pc
2001-RC-LM-TAG,41.0,22.0,41.0,35.0,35.0,21.65,33.26,34.0,,Green,WWT00156,Green,Lime,1pc
2001-RC-NB-TAG,41.0,22.0,41.0,35.0,35.0,21.65,33.26,34.0,,Blue,WWT00157,Blue,Navy Blue,1pc
2001-RC-OR-TAG,41.0,22.0,41.0,35.0,35.0,21.65,33.26,34.0,,Orange,WWT00158,Orange,Orange,1pc
2001-RC-PB-TAG,41.0,22.0,41.0,35.0,35.0,21.65,33.26,34.0,,Blue,WWT00159,Blue,Pacific Blue,1pc
2001-RC-RD-TAG,41.0,22.0,41.0,35.0,35.0,21.65,33.26,34.0,,Red,WWT00160,Red,Red,1pc
2001-RC-TQ-TAG,41.0,22.0,41.0,35.0,35.0,21.65,33.26,34.0,,Blue,WWT00161,Blue,Turquoise,1pc
2001-RC-WH-TAG,41.0,22.0,41.0,35.0,35.0,21.65,33.26,34.0,,White,WWT00162,White,White,1pc
2001-RC-SD-TAG,41.0,22.0,41.0,35.0,35.0,21.65,33.26,34.0,,,WWT01201,Beige,Sand,1pc
2001-RC-TK-TAG,41.0,22.0,41.0,35.0,35.0,21.65,33.26,34.0,,Beige,WWT01202,beige,Teak,1pc
OP5007-BK-TAG,45.6,39.0,45.6,40.1,40.1,39.5,31.75,7.0,,Black,WWT02960,Black,Black,
OP5007-CG-TAG,45.6,39.0,45.6,40.1,40.1,39.5,31.75,7.0,,Gray,WWT02961,Gray,Charcoal Gray,
OP5007-NB-TAG,45.6,39.0,45.6,40.1,40.1,39.5,31.75,7.0,,,WWT02962,Blue,Navy,
OP5007-TK-TAG,45.6,39.0,45.6,40.1,40.1,39.5,31.75,7.0,,Blue,WWT02963,beige,Teak,
OP5007-TP-TAG,45.6,39.0,45.6,40.1,40.1,39.5,31.75,7.0,,,WWT02964,Beige,Taupe,
OP5007-WG-TAG,45.6,39.0,45.6,40.1,40.1,39.5,31.75,7.0,,Gray,WWT02965,Gray,Weathered Gray,
OP5007-WH-TAG,45.6,39.0,45.6,40.1,40.1,39.5,31.75,7.0,,White,WWT02966,White,White,
OP5005-BK-TAG,45.6,39.0,45.6,40.1,40.1,39.5,31.75,7.0,,Black,WWT02946,Black,Black,
OP5005-CG-TAG,45.6,39.0,45.6,40.1,40.1,39.5,31.75,7.0,,Gray,WWT02947,Gray,Charcoal Gray,
OP5005-NB-TAG,45.6,39.0,45.6,40.1,40.1,39.5,31.75,7.0,,,WWT02948,Blue,Navy,
OP5005-TK-TAG,45.6,39.0,45.6,40.1,40.1,39.5,31.75,7.0,,Blue,WWT02949,beige,Teak,
OP5005-TP-TAG,45.6,39.0,45.6,40.1,40.1,39.5,31.75,7.0,,,WWT02950,Beige,Taupe,
OP5005-WG-TAG,45.6,39.0,45.6,40.1,40.1,39.5,31.75,7.0,,Gray,WWT02951,Gray,Weathered Gray,
OP5005-WH-TAG,45.6,39.0,45.6,40.1,40.1,39.5,31.75,7.0,,White,WWT02952,White,White,
2001-RC-ST-BK-TAG,53.0,35.0,53.0,35.0,35.0,33.3,29.5,21.0,,Black,WWT01161,Black,Black,
2001-RC-ST-DKBR-TAG,53.0,35.0,53.0,35.0,35.0,33.3,29.5,21.0,,Brown,WWT01162,Brown,Dark Brown,
2001-RC-ST-DKGR-TAG,53.0,35.0,53.0,35.0,35.0,33.3,29.5,21.0,,Green,WWT01163,Green,Dark Green,
2001-RC-ST-GY-TAG,53.0,35.0,53.0,35.0,35.0,33.3,29.5,21.0,,Gray,WWT01164,Gray,Gray,
2001-RC-ST-LM-TAG,53.0,35.0,53.0,35.0,35.0,33.3,29.5,21.0,,Yellow,WWT01165,Yellow,Lime,
2001-RC-ST-NB-TAG,53.0,35.0,53.0,35.0,35.0,33.3,29.5,21.0,,Blue,WWT01166,Blue,Navy Blue,
2001-RC-ST-OR-TAG,53.0,35.0,53.0,35.0,35.0,33.3,29.5,21.0,,Orange,WWT01167,Orange,Orange,
2001-RC-ST-PB-TAG,53.0,35.0,53.0,35.0,35.0,33.3,29.5,21.0,,Blue,WWT01168,Blue,Pacific Blue,
2001-RC-ST-RD-TAG,53.0,35.0,53.0,35.0,35.0,33.3,29.5,21.0,,Red,WWT01169,Red,Red,
2001-RC-ST-TQ-TAG,53.0,35.0,53.0,35.0,35.0,33.3,29.5,21.0,,Blue,WWT01170,Blue,Turquoise,
2001-RC-ST-WH-TAG,53.0,35.0,53.0,35.0,35.0,33.3,29.5,21.0,,White,WWT01171,White,White,
2001-RC-ST-WW-TAG,53.0,35.0,53.0,35.0,35.0,33.3,29.5,21.0,,Brown,WWT01172,Brown,Weathered Wood,
2001-RC-ST-SD-TAG,53.0,35.0,53.0,35.0,35.0,33.3,29.5,21.0,,,WWT01173,Beige,Sand,
2001-RC-ST-TK-TAG,53.0,35.0,53.0,35.0,35.0,33.3,29.5,21.0,,Blue,WWT01174,beige,Teak,
OP5001-BK3-TAG,96.5,21.0,96.5,41.7,41.7,33.9,25.2,4.0,,Black,WWT00870,Black,Black,
OP5001-DB3-TAG,96.5,21.0,96.5,41.7,41.7,33.9,25.2,4.0,,Brown,WWT00871,Brown,Dark Brown,
OP5001-DG3-TAG,96.5,21.0,96.5,41.7,41.7,33.9,25.2,4.0,,Green,WWT00872,Green,Dark Green,
OP5001-GY3-TAG,96.5,21.0,96.5,41.7,41.7,33.9,25.2,4.0,,Gray,WWT00873,Gray,Gray,
OP5001-LM3-TAG,96.5,21.0,96.5,41.7,41.7,33.9,25.2,4.0,,Green,WWT00874,Green,Lime Green,
OP5001-NB3-TAG,96.5,21.0,96.5,41.7,41.7,33.9,25.2,4.0,,Blue,WWT00875,Blue,Navy Blue,
OP5001-OR3-TAG,96.5,21.0,96.5,41.7,41.7,33.9,25.2,4.0,,Orange,WWT00876,Orange,Orange,
OP5001-PB3-TAG,96.5,21.0,96.5,41.7,41.7,33.9,25.2,4.0,,Blue,WWT00877,Blue,Pacific Blue,
OP5001-RD3-TAG,96.5,21.0,96.5,41.7,41.7,33.9,25.2,4.0,,Red,WWT00878,Red,Red,
OP5001-TQ3-TAG,96.5,21.0,96.5,41.7,41.7,33.9,25.2,4.0,,Blue,WWT00879,Blue,Turquoise,
OP5001-WH3-TAG,96.5,21.0,96.5,41.7,41.7,33.9,25.2,4.0,,White,WWT00880,White,White,
OP5001-WW3-TAG,96.5,21.0,96.5,41.7,41.7,33.9,25.2,4.0,,Brown,WWT00881,Brown,Weathered Wood,
OP5002-BK-3-TAG,126.0,36.5,126.0,37.8,37.8,34.3,29.5,21.0,,Black,WWT01353,Black,Black,
OP5002-DB-3-TAG,126.0,36.5,126.0,37.8,37.8,34.3,29.5,21.0,,Brown,WWT01355,Brown,Dark Brown,
OP5002-DG-3-TAG,126.0,36.5,126.0,37.8,37.8,34.3,29.5,21.0,,Green,WWT01356,Green,Dark Green,
OP5002-GY-3-TAG,126.0,36.5,126.0,37.8,37.8,34.3,29.5,21.0,,Gray,WWT01357,Gray,Gray,
OP5002-LM-3-TAG,126.0,36.5,126.0,37.8,37.8,34.3,29.5,21.0,,Yellow,WWT01358,Yellow,Lime,
OP5002-NB-3-TAG,126.0,36.5,126.0,37.8,37.8,34.3,29.5,21.0,,Blue,WWT01360,Blue,Navy Blue,
OP5002-OR-3-TAG,126.0,36.5,126.0,37.8,37.8,34.3,29.5,21.0,,Orange,WWT01361,Orange,Orange,
OP5002-PB-3-TAG,126.0,36.5,126.0,37.8,37.8,34.3,29.5,21.0,,Blue,WWT01362,Blue,Pacific Blue,
OP5002-RD-3-TAG,126.0,36.5,126.0,37.8,37.8,34.3,29.5,21.0,,Red,WWT01363,Red,Red,
OP5002-SD-3-TAG,126.0,36.5,126.0,37.8,37.8,34.3,29.5,21.0,,,WWT01364,Beige,Sand,
OP5002-TK-3-TAG,126.0,36.5,126.0,37.8,37.8,34.3,29.5,21.0,,Blue,WWT01365,beige,Teak,
OP5002-TQ-3-TAG,126.0,36.5,126.0,37.8,37.8,34.3,29.5,21.0,,Blue,WWT01366,Blue,Turquoise,
OP5002-WH-3-TAG,126.0,36.5,126.0,37.8,37.8,34.3,29.5,21.0,,White,WWT01367,White,White,
OP5002-WW-3-TAG,126.0,36.5,126.0,37.8,37.8,34.3,29.5,21.0,,Brown,WWT01368,Brown,Weathered Wood,
2001-RC-BK3-TAG,40.7,22.0,40.7,35.0,35.0,21.65,33.26,34.0,,Black,WWT00176,Black,Black,
2001-RC-DKBR3-TAG,40.7,22.0,40.7,35.0,35.0,21.65,33.26,34.0,,Brown,WWT00177,Brown,Dark Brown,
2001-RC-DKGR3-TAG,40.7,22.0,40.7,35.0,35.0,21.65,33.26,34.0,,Green,WWT00178,Green,Dark Green,
2001-RC-GY3-TAG,40.7,22.0,40.7,35.0,35.0,21.65,33.26,34.0,,Gray,WWT00179,Gray,Gray,
2001-RC-LM3-TAG,40.7,22.0,40.7,35.0,35.0,21.65,33.26,34.0,,Yellow,WWT00180,Yellow,Lime,
2001-RC-NB3-TAG,40.7,22.0,40.7,35.0,35.0,21.65,33.26,34.0,,Blue,WWT00181,Blue,Navy Blue,
2001-RC-OR3-TAG,40.7,22.0,40.7,35.0,35.0,21.65,33.26,34.0,,Orange,WWT00182,Orange,Orange,
2001-RC-PB3-TAG,40.7,22.0,40.7,35.0,35.0,21.65,33.26,34.0,,Blue,WWT00183,Blue,Pacific Blue,
2001-RC-RD3-TAG,40.7,22.0,40.7,35.0,35.0,21.65,33.26,34.0,,Red,WWT00184,Red,Red,
2001-RC-TQ3-TAG,40.7,22.0,40.7,35.0,35.0,21.65,33.26,34.0,,Blue,WWT00185,Blue,Turquoise,
2001-RC-WH3-TAG,40.7,22.0,40.7,35.0,35.0,21.65,33.26,34.0,,White,WWT00186,White,White,
2001-RC-WW3-TAG,40.7,22.0,40.7,35.0,35.0,21.65,33.26,34.0,,Brown,WWT00187,Brown,Weathered Wood,
2001-RC-SD3-TAG,40.7,22.0,40.7,35.0,35.0,21.65,33.26,34.0,,,WWT01199,Beige,Sand,
2001-RC-TK3-TAG,40.7,22.0,40.7,35.0,35.0,21.65,33.26,34.0,,Blue,WWT01200,beige,Teak,
OP5008-BK-TAG,45.6,39.0,45.6,40.1,40.1,39.5,31.75,7.0,,Black,WWT02967,Black,Black,
OP5008-CG-TAG,45.6,39.0,45.6,40.1,40.1,39.5,31.75,7.0,,Gray,WWT02968,Gray,Charcoal Gray,
OP5008-NB-TAG,45.6,39.0,45.6,40.1,40.1,39.5,31.75,7.0,,,WWT02969,Blue,Navy,
OP5008-TK-TAG,45.6,39.0,45.6,40.1,40.1,39.5,31.75,7.0,,Blue,WWT02970,beige,Teak,
OP5008-TP-TAG,45.6,39.0,45.6,40.1,40.1,39.5,31.75,7.0,,,WWT02971,beige,Taupe,
OP5008-WG-TAG,45.6,39.0,45.6,40.1,40.1,39.5,31.75,7.0,,Gray,WWT02972,Gray,Weathered Gray,
OP5008-WH-TAG,45.6,39.0,45.6,40.1,40.1,39.5,31.75,7.0,,White,WWT02973,White,White,
OP5006-BK-TAG,45.6,39.0,45.6,40.1,40.1,39.5,31.75,7.0,,Black,WWT02953,Black,Black,
OP5006-CG-TAG,45.6,39.0,45.6,40.1,40.1,39.5,31.75,7.0,,Gray,WWT02954,Gray,Charcoal Gray,
OP5006-NB-TAG,45.6,39.0,45.6,40.1,40.1,39.5,31.75,7.0,,,WWT02955,Blue,Navy,
OP5006-TK-TAG,45.6,39.0,45.6,40.1,40.1,39.5,31.75,7.0,,Blue,WWT02956,beige,Teak,
OP5006-TP-TAG,45.6,39.0,45.6,40.1,40.1,39.5,31.75,7.0,,,WWT02957,beige,Taupe,
OP5006-WG-TAG,45.6,39.0,45.6,40.1,40.1,39.5,31.75,7.0,,Gray,WWT02958,Gray,Weathered Gray,
OP5006-WH-TAG,45.6,39.0,45.6,40.1,40.1,39.5,31.75,7.0,,White,WWT02959,White,White,
OP3010-BK-TAG,230.0,48.0,230.0,29.5,29.5,47.0,47.0,48.5,,Black,WWT02170,,Black,
OP3010-DB-TAG,230.0,48.0,230.0,29.5,29.5,47.0,47.0,48.5,,Brown,WWT02171,,Dark Brown,
OP3010-DG-TAG,230.0,48.0,230.0,29.5,29.5,47.0,47.0,48.5,,Green,WWT02172,,Dark Green,
OP3010-GY-TAG,230.0,48.0,230.0,29.5,29.5,47.0,47.0,48.5,,Gray,WWT02173,,Gray,
OP3010-NB-TAG,230.0,48.0,230.0,29.5,29.5,47.0,47.0,48.5,,Blue,WWT02174,,Navy Blue,
OP3010-SD-TAG,230.0,48.0,230.0,29.5,29.5,47.0,47.0,48.5,,,WWT02175,,Sand,
OP3010-TK-TAG,230.0,48.0,230.0,29.5,29.5,47.0,47.0,48.5,,Blue,WWT02176,beige,Teak,
OP3010-TQ-TAG,230.0,48.0,230.0,29.5,29.5,47.0,47.0,48.5,,Blue,WWT02177,,Turquoise,
OP3010-WH-TAG,230.0,48.0,230.0,29.5,29.5,47.0,47.0,48.5,,White,WWT02178,,White,
OP3010-WW-TAG,230.0,48.0,230.0,29.5,29.5,47.0,47.0,48.5,,Brown,WWT02179,,Weathered Wood,
OP3014-BK-TAG,236.0,48.0,236.0,29.5,29.5,47.0,47.0,48.5,,Black,WWT02210,,Black,
OP3014-DB-TAG,236.0,48.0,236.0,29.5,29.5,47.0,47.0,48.5,,Brown,WWT02211,,Dark Brown,
OP3014-DG-TAG,236.0,48.0,236.0,29.5,29.5,47.0,47.0,48.5,,Green,WWT02212,,Dark Green,
OP3014-GY-TAG,236.0,48.0,236.0,29.5,29.5,47.0,47.0,48.5,,Gray,WWT02213,,Gray,
OP3014-NB-TAG,236.0,48.0,236.0,29.5,29.5,47.0,47.0,48.5,,Blue,WWT02214,,Navy Blue,
OP3014-SD-TAG,236.0,48.0,236.0,29.5,29.5,47.0,47.0,48.5,,,WWT02215,,Sand,
OP3014-TK-TAG,236.0,48.0,236.0,29.5,29.5,47.0,47.0,48.5,,Blue,WWT02216,beige,Teak,
OP3014-TQ-TAG,236.0,48.0,236.0,29.5,29.5,47.0,47.0,48.5,,Blue,WWT02217,,Turquoise,
OP3014-WH-TAG,236.0,48.0,236.0,29.5,29.5,47.0,47.0,48.5,,White,WWT02218,,White,
OP3014-WW-TAG,236.0,48.0,236.0,29.5,29.5,47.0,47.0,48.5,,Brown,WWT02219,,Weathered Wood,
OP3018-BK-TAG,229.0,48.0,229.0,29.5,29.5,47.0,47.0,48.5,,Black,WWT02250,,Black,
OP3018-DB-TAG,229.0,48.0,229.0,29.5,29.5,47.0,47.0,48.5,,Brown,WWT02251,,Dark Brown,
OP3018-DG-TAG,229.0,48.0,229.0,29.5,29.5,47.0,47.0,48.5,,Green,WWT02252,,Dark Green,
OP3018-GY-TAG,229.0,48.0,229.0,29.5,29.5,47.0,47.0,48.5,,Gray,WWT02253,,Gray,
OP3018-NB-TAG,229.0,48.0,229.0,29.5,29.5,47.0,47.0,48.5,,Blue,WWT02254,,Navy Blue,
OP3018-SD-TAG,229.0,48.0,229.0,29.5,29.5,47.0,47.0,48.5,,,WWT02255,,Sand,
OP3018-TK-TAG,229.0,48.0,229.0,29.5,29.5,47.0,47.0,48.5,,Blue,WWT02256,beige,Teak,
OP3018-TQ-TAG,229.0,48.0,229.0,29.5,29.5,47.0,47.0,48.5,,Blue,WWT02257,,Turquoise,
OP3018-WH-TAG,229.0,48.0,229.0,29.5,29.5,47.0,47.0,48.5,,White,WWT02258,,White,
OP3018-WW-TAG,229.0,48.0,229.0,29.5,29.5,47.0,47.0,48.5,,Brown,WWT02259,,Weathered Wood,
OP3001-BK-TAG,212.5,48.0,212.5,29.5,29.5,47.0,47.0,48.5,,Black,WWT01673,,Black,
OP3001-DB-TAG,212.5,48.0,212.5,29.5,29.5,47.0,47.0,48.5,,Brown,WWT01674,,Dark Brown,
OP3001-DG-TAG,212.5,48.0,212.5,29.5,29.5,47.0,47.0,48.5,,Green,WWT01675,,Dark Green,
OP3001-GY-TAG,212.5,48.0,212.5,29.5,29.5,47.0,47.0,48.5,,Gray,WWT01676,,Gray,
OP3001-NB-TAG,212.5,48.0,212.5,29.5,29.5,47.0,47.0,48.5,,Blue,WWT01677,,Navy Blue,
OP3001-SD-TAG,212.5,48.0,212.5,29.5,29.5,47.0,47.0,48.5,,,WWT01678,,Sand,
OP3001-TK-TAG,212.5,48.0,212.5,29.5,29.5,47.0,47.0,48.5,,Blue,WWT01679,beige,Teak,
OP3001-TQ-TAG,212.5,48.0,212.5,29.5,29.5,47.0,47.0,48.5,,Blue,WWT01680,,Turquoise,
OP3001-WH-TAG,212.5,48.0,212.5,29.5,29.5,47.0,47.0,48.5,,White,WWT01681,,White,
OP3001-WW-TAG,212.5,48.0,212.5,29.5,29.5,47.0,47.0,48.5,,Brown,WWT01682,,Weathered Wood,
OP3003-BK-TAG,193.0,48.0,193.0,29.5,29.5,47.0,47.0,48.5,,Black,WWT01693,,Black,
OP3003-DB-TAG,193.0,48.0,193.0,29.5,29.5,47.0,47.0,48.5,,Brown,WWT01694,,Dark Brown,
OP3003-DG-TAG,193.0,48.0,193.0,29.5,29.5,47.0,47.0,48.5,,Green,WWT01695,,Dark Green,
OP3003-GY-TAG,193.0,48.0,193.0,29.5,29.5,47.0,47.0,48.5,,Gray,WWT01696,,Gray,
OP3003-NB-TAG,193.0,48.0,193.0,29.5,29.5,47.0,47.0,48.5,,Blue,WWT01697,,Navy Blue,
OP3003-SD-TAG,193.0,48.0,193.0,29.5,29.5,47.0,47.0,48.5,,,WWT01698,,Sand,
OP3003-TK-TAG,193.0,48.0,193.0,29.5,29.5,47.0,47.0,48.5,,Blue,WWT01699,beige,Teak,
OP3003-TQ-TAG,193.0,48.0,193.0,29.5,29.5,47.0,47.0,48.5,,Blue,WWT01700,,Turquoise,
OP3003-WH-TAG,193.0,48.0,193.0,29.5,29.5,47.0,47.0,48.5,,White,WWT01701,,White,
OP3003-WW-TAG,193.0,48.0,193.0,29.5,29.5,47.0,47.0,48.5,,Brown,WWT01702,,Weathered Wood,
OP3002-BK-TAG,208.0,44.0,208.0,29.5,29.5,43.0,43.0,44.5,,Black,WWT01683,,Black,
OP3002-DB-TAG,208.0,44.0,208.0,29.5,29.5,43.0,43.0,44.5,,Brown,WWT01684,,Dark Brown,
OP3002-DG-TAG,208.0,44.0,208.0,29.5,29.5,43.0,43.0,44.5,,Green,WWT01685,,Dark Green,
OP3002-GY-TAG,208.0,44.0,208.0,29.5,29.5,43.0,43.0,44.5,,Gray,WWT01686,,Gray,
OP3002-NB-TAG,208.0,44.0,208.0,29.5,29.5,43.0,43.0,44.5,,Blue,WWT01687,,Navy Blue,
OP3002-SD-TAG,208.0,44.0,208.0,29.5,29.5,43.0,43.0,44.5,,,WWT01688,,Sand,
OP3002-TK-TAG,208.0,44.0,208.0,29.5,29.5,43.0,43.0,44.5,,Blue,WWT01689,beige,Teak,
OP3002-TQ-TAG,208.0,44.0,208.0,29.5,29.5,43.0,43.0,44.5,,Blue,WWT01690,,Turquoise,
OP3002-WH-TAG,208.0,44.0,208.0,29.5,29.5,43.0,43.0,44.5,,White,WWT01691,,White,
OP3002-WW-TAG,208.0,44.0,208.0,29.5,29.5,43.0,43.0,44.5,,Brown,WWT01692,,Weathered Wood,
OP3004-BK-TAG,188.0,44.0,188.0,29.5,29.5,43.0,43.0,44.5,,Black,WWT01703,,Black,
